,0
997,PDCD1
998,RTP5
999,LINC01238
1000,CHL1
1001,IL5RA
1002,TRNT1
1003,LRRN1
1004,EGOT
1005,BHLHE40-AS1
1006,BHLHE40
1007,EDEM1
1008,AC069277.1
1009,LMCD1
1010,RAD18
1011,SRGAP3
1012,THUMPD3-AS1
1013,SETD5
1014,BRPF1
1015,OGG1
1016,CAMK1
1017,TADA3
1018,ARPC4
1019,IL17RE
1020,EMC3
1021,FANCD2
1022,BRK1
1023,IRAK2
1024,LINC00852
1025,ATG7
1026,RAF1
1027,TMEM40
1028,CAND2
1029,RPL32
1030,IQSEC1
1031,NUP210
1032,HDAC11-AS1
1033,FBLN2
1034,SLC6A6
1035,MRPS25
1036,RBSN
1037,CAPN7
1038,SH3BP5-AS1
1039,SH3BP5
1040,EAF1
1041,ANKRD28
1042,OXNAD1
1043,AC090948.1
1044,AC090948.3
1045,TBC1D5
1046,EFHB
1047,ZNF385D
1048,UBE2E2
1049,NKIRAS1
1050,LINC02084
1051,EOMES
1052,CMC1
1053,ZCWPW2
1054,TGFBR2
1055,CCR4
1056,GLB1
1057,UBP1
1058,PDCD6IP
1059,AC097359.2
1060,ITGA9
1061,CTDSPL
1062,OXSR1
1063,XYLB
1064,ACVR2B
1065,WDR48
1066,GORASP1
1067,CSRNP1
1068,AC092053.3
1069,CX3CR1
1070,EIF1B
1071,ENTPD3-AS1
1072,RPL14
1073,ZNF619
1074,ZNF621
1075,CTNNB1
1076,SEC22C
1077,NKTR
1078,ZBTB47
1079,CCDC13
1080,LINC02158
1081,KRBOX1
1082,ZNF662
1083,SNRK
1084,ANO10
1085,ABHD5
1086,AC104187.1
1087,ZKSCAN7
1088,ZNF660
1089,ZNF197
1090,AC124045.1
1091,ZNF502
1092,ZNF501
1093,KIAA1143
1094,KIF15
1095,TMEM42
1096,ZDHHC3
1097,CDCP1
1098,SACM1L
1099,LZTFL1
1100,CXCR6
1101,XCR1
1102,CCR2
1103,CCR5
1104,CCRL2
1105,LTF
1106,LRRC2
1107,NBEAL2
1108,SETD2
1109,KIF9
1110,KLHL18
1111,ELP6
1112,MAP4
1113,CAMP
1114,NME6
1115,TMA7
1116,PFKFB4
1117,COL7A1
1118,NCKIPSD
1119,PRKAR2A
1120,PRKAR2A-AS1
1121,SLC25A20
1122,ARIH2
1123,WDR6
1124,QRICH1
1125,USP19
1126,LAMB2
1127,CCDC71
1128,C3orf62
1129,TCTA
1130,AMT
1131,APEH
1132,MST1
1133,INKA1
1134,UBA7
1135,TRAIP
1136,MON1A
1137,RBM5-AS1
1138,SEMA3F-AS1
1139,IFRD2
1140,HYAL3
1141,HYAL2
1142,RASSF1
1143,ZMYND10
1144,CYB561D2
1145,TMEM115
1146,LINC02019
1147,MANF
1148,RAD54L2
1149,ACY1
1150,DUSP7
1151,POC1A
1152,TLR9
1153,TWF2
1154,AC006252.1
1155,PPM1M
1156,WDR82
1157,DNAH1
1158,PHF7
1159,TNNC1
1160,NISCH
1161,STAB1
1162,NT5DC2
1163,PBRM1
1164,ITIH4
1165,MUSTN1
1166,SFMBT1
1167,RFT1
1168,PRKCD
1169,TKT
1170,CHDH
1171,IL17RB
1172,SELENOK
1173,CACNA2D3
1174,CCDC66
1175,APPL1
1176,PDE12
1177,DENND6A
1178,FLNB
1179,DNASE1L3
1180,PXK
1181,AC135507.1
1182,KCTD6
1183,ACOX2
1184,PSMD6-AS2
1185,SLC25A26
1186,KBTBD8
1187,SUCLG2
1188,TMF1
1189,FRMD4B
1190,MITF
1191,GPR27
1192,PROK2
1193,RYBP
1194,SHQ1
1195,EBLN2
1196,LINC00960
1197,NSUN3
1198,MTRNR2L12
1199,ARL6
1200,CLDND1
1201,CPOX
1202,DCBLD2
1203,NIT2
1204,TFG
1205,SENP7
1206,ZBTB11-AS1
1207,NXPE3
1208,NFKBIZ
1209,ALCAM
1210,DUBR
1211,CD47
1212,TRAT1
1213,NECTIN3
1214,PHLDB2
1215,ABHD10
1216,CD200
1217,BTLA
1218,AC074044.1
1219,GTPBP8
1220,AC078785.1
1221,CFAP44
1222,SPICE1
1223,GRAMD1C
1224,ZDHHC23
1225,CCDC191
1226,ZNF80
1227,TIGIT
1228,ZBTB20
1229,TMEM39A
1230,CD80
1231,PLA1A
1232,COX17
1233,GSK3B
1234,AC092910.3
1235,NDUFB4
1236,RABL3
1237,GTF2E1
1238,POLQ
1239,HCLS1
1240,GOLGB1
1241,IQCB1
1242,CD86
1243,CSTA
1244,LINC02035
1245,HACD2
1246,MYLK-AS1
1247,MYLK
1248,SLC12A8
1249,AC079848.1
1250,ZXDC
1251,CHST13
1252,TXNRD3
1253,MCM2
1254,PODXL2
1255,MGLL
1256,RUVBL1
1257,GATA2
1258,RPN1
1259,GP9
1260,ISY1
1261,AC108673.3
1262,COPG1
1263,TMCC1-AS1
1264,ALG1L2
1265,LINC02021
1266,ATP2C1
1267,NEK11
1268,NUDT16
1269,UBA5
1270,TOPBP1
1271,SRPRB
1272,RAB6B
1273,SLCO2A1
1274,RYK
1275,ANAPC13
1276,CEP63
1277,PPP2R3A
1278,MSL2
1279,AC117382.2
1280,SLC35G2
1281,NCK1
1282,DBR1
1283,MRPS22
1284,SLC25A36
1285,PXYLP1
1286,RASA2
1287,ATP1B3
1288,TFDP2
1289,XRN1
1290,PLS1
1291,TRPC1
1292,SLC9A9
1293,PLSCR4
1294,PLSCR1
1295,CPA3
1296,GYG1
1297,HLTF
1298,CP
1299,COMMD2
1300,SELENOT
1301,ERICH6
1302,SIAH2
1303,AC020636.1
1304,MED12L
1305,P2RY14
1306,SUCNR1
1307,AC108718.1
1308,RAP2B
1309,MME
1310,C3orf33
1311,GMPS
1312,SSR3
1313,LINC00886
1314,LINC00881
1315,CCNL1
1316,AC106707.1
1317,MLF1
1318,GFM1
1319,LXN
1320,SCHIP1
1321,C3orf80
1322,SMC4
1323,KPNA4
1324,B3GALNT1
1325,SPTSSB
1326,WDR49
1327,GOLIM4
1328,MECOM
1329,MYNN
1330,AC078795.1
1331,LRRC34
1332,PRKCI
1333,SKIL
1334,PLD1
1335,ECT2
1336,TBL1XR1
1337,ZMAT3
1338,MFN1
1339,GNB4
1340,AC007620.2
1341,USP13
1342,ATP11B
1343,MCCC1
1344,LAMP3
1345,B3GNT5
1346,KLHL6
1347,DVL3
1348,AP2M1
1349,PSMD2
1350,EIF4G1
1351,FAM131A
1352,CLCN2
1353,MAGEF1
1354,TMEM41A
1355,IGF2BP2
1356,CRYGS
1357,TBCCD1
1358,DNAJB11
1359,AC068631.1
1360,AC112907.3
1361,EIF4A2
1362,RFC4
1363,ST6GAL1
1364,RPL39L
1365,BCL6
1366,LPP-AS2
1367,TPRG1-AS1
1368,TPRG1
1369,IL1RAP
1370,LINC00884
1371,AC046143.1
1372,FAM43A
1373,AC069213.1
1374,APOD
1375,MUC20
1376,TNK2-AS1
1377,TFRC
1378,ZDHHC19
1379,RNF168
1380,SENP5
1381,MELTF
1382,LRCH3
1383,RPL35A
1384,LMLN
1385,ZNF595
1386,ZNF718
1387,SLC49A3
1388,TMEM175
1389,IDUA
1390,RNF212
1391,SPON2
1392,MAEA
1393,ZFYVE28
1394,TMEM128
1395,LYAR
1396,NSG1
1397,CYTL1
1398,STK32B
1399,EVC2
1400,JAKMIP1
1401,MRFAP1
1402,LINC02482
1403,AC097382.2
1404,GRPEL1
1405,LINC02447
1406,AFAP1
1407,ABLIM2
1408,SH3TC1
1409,ACOX3
1410,TRMT44
1411,SLC2A9
1412,ZNF518B
1413,CLNK
1414,HS3ST1
1415,BOD1L1
1416,BST1
1417,CD38
1418,FGFBP2
1419,PROM1
1420,TAPT1
1421,TAPT1-AS1
1422,LDB2
1423,QDPR
1424,AC006160.1
1425,DCAF16
1426,NCAPG
1427,PACRGL
1428,ADGRA3
1429,SEPSECS-AS1
1430,PI4K2B
1431,ZCCHC4
1432,TBC1D19
1433,DTHD1
1434,RELL1
1435,KLF3
1436,KLHL5
1437,RFC1
1438,RPL9
1439,UGDH
1440,UGDH-AS1
1441,AC108471.2
1442,AC095057.2
1443,APBB2
1444,BEND4
1445,ATP8A1
1446,GUF1
1447,ATP10D
1448,TXK
1449,DCUN1D4
1450,CHIC2
1451,KIT
1452,SRD5A3
1453,TMEM165
1454,AASDH
1455,AC068620.1
1456,PAICS
1457,SRP72
1458,HOPX
1459,SPINK2
1460,NOA1
1461,POLR2B
1462,IGFBP7
1463,STAP1
1464,SULT1B1
1465,JCHAIN
1466,ANKRD17
1467,RASSF6
1468,CXCL8
1469,PF4V1
1470,PF4
1471,PPBP
1472,CXCL5
1473,CXCL2
1474,MTHFD2L
1475,EREG
1476,AREG
1477,NAAA
1478,CXCL9
1479,CXCL10
1480,STBD1
1481,CCNI
1482,CXCL13
1483,BMP2K
1484,PAQR3
1485,LINC00989
1486,ANTXR2
1487,BMP3
1488,PRKG2
1489,HNRNPDL
1490,SEC31A
1491,LIN54
1492,COQ2
1493,HELQ
1494,ABRAXAS1
1495,GPAT3
1496,PTPN13
1497,KLHL8
1498,HSD17B11
1499,ABCG2
1500,PPM1K
1501,PYURF
1502,FAM13A
1503,TIGD2
1504,SNCA
1505,MMRN1
1506,HPGDS
1507,PDLIM5
1508,STPG2
1509,METAP1
1510,ADH5
1511,AP002026.1
1512,LAMTOR3
1513,DNAJB14
1514,EMCN
1515,BANK1
1516,SLC39A8
1517,AC098487.1
1518,AF213884.3
1519,UBE2D3
1520,CISD2
1521,SLC9B1
1522,PPA2
1523,HADH
1524,SEC24B-AS1
1525,PLA2G12A
1526,AC126283.1
1527,GAR1
1528,ELOVL6
1529,AP1AR
1530,UGT8
1531,PDE5A
1532,MAD2L1
1533,TNIP3
1534,ANXA5
1535,CCNA2
1536,IL21
1537,FAT4
1538,PLK4
1539,MFSD8
1540,ABHD18
1541,LARP1B
1542,PGRMC2
1543,JADE1
1544,C4orf33
1545,SETD7
1546,MGST2
1547,MAML3
1548,TBC1D9
1549,AC096733.2
1550,IL15
1551,INPP4B
1552,GAB1
1553,SMAD1
1554,TMEM184C
1555,ARHGAP10
1556,DCLK2
1557,FAM160A1-DT
1558,AC097375.1
1559,LINC02273
1560,TIGD4
1561,ARFIP1
1562,TRIM2
1563,MND1
1564,TLR2
1565,GUCY1A1
1566,GUCY1B1
1567,TMA16
1568,TRIM61
1569,FAM218A
1570,CPE
1571,DDX60
1572,PALLD
1573,GALNTL6
1574,AC105285.1
1575,GALNT7
1576,HMGB2
1577,CEP44
1578,HPGD
1579,WDR17
1580,SPCS3
1581,AC078881.1
1582,WWC2
1583,CDKN2AIP
1584,AC107214.1
1585,RWDD4
1586,TRAPPC11
1587,CASP3
1588,PRIMPOL
1589,CENPU
1590,LRP2BP
1591,TLR3
1592,FRG1-DT
1593,FRG1
1594,AC021087.1
1595,PDCD6
1596,EXOC3
1597,BRD9
1598,TRIP13
1599,TERT
1600,CLPTM1L
1601,LPCAT1
1602,NDUFS6
1603,ICE1
1604,MTRR
1605,FASTKD3
1606,MIR4458HG
1607,SNHG18
1608,CMBL
1609,ROPN1L
1610,ANKRD33B
1611,OTULIN
1612,RETREG1
1613,AC022113.1
1614,MYO10
1615,BASP1
1616,BASP1-AS1
1617,LINC02100
1618,C5orf17
1619,PDZD2
1620,GOLPH3
1621,MTMR12
1622,NPR3
1623,AC034231.1
1624,TTC23L
1625,PRLR
1626,SPEF2
1627,IL7R
1628,LMBRD2
1629,SKP2
1630,NADK2
1631,CPLANE1
1632,NUP155
1633,FYB1
1634,DAB2
1635,PTGER4
1636,C7
1637,OXCT1
1638,FBXO4
1639,CCDC152
1640,AC025171.5
1641,ANXA2R
1642,AC025171.4
1643,ZNF131
1644,NIM1K
1645,HMGCS1
1646,CCL28
