,0
0,HES4
1,ISG15
2,TNFRSF18
3,TNFRSF4
4,MEGF6
5,SMIM1
6,ACOT7
7,TNFRSF25
8,CAMTA1
9,PER3
10,UTS2
11,TNFRSF9
12,H6PD
13,SPSB1
14,RBP7
15,PGD
16,CASZ1
17,FBXO2
18,MTHFR
19,KIAA2013
20,PLOD1
21,VPS13D
22,CASP9
23,AL450998.2
24,ZBTB17
25,BX284668.5
26,PADI2
27,CDA
28,ECE1
29,C1QA
30,C1QC
31,C1QB
32,CNR2
33,RCAN3
34,RUNX3
35,LDLRAP1
36,MTFR1L
37,AUNIP
38,STMN1
39,PAFAH2
40,SH3BGRL3
41,UBXN11
42,ZNF683
43,IFI6
44,PTAFR
45,TMEM39B
46,CCDC28B
47,TMEM234
48,FAM167B
49,S100PBP
50,RNF19B
51,ZMYM4
52,CLSPN
53,AGO4
54,EVA1B
55,CSF3R
56,FHL3
57,MACF1
58,HPCAL4
59,TRIT1
60,CTPS1
61,FOXJ3
62,CCDC30
63,ERMAP
64,TIE1
65,CDC20
66,SZT2
67,HYI
68,KDM4A-AS1
69,BTBD19
70,PTCH2
71,TESK2
72,FAAH
73,PDZK1IP1
74,TAL1
75,RNF11
76,TUT4
77,SSBP3
78,JUN
79,NFIA
80,PATJ
81,DNAJC6
82,LEPROT
83,AL513493.1
84,PDE4B
85,TCTEX1D1
86,IL12RB2
87,GADD45A
88,PTGER3
89,FPGT
90,NEXN
91,AC103591.3
92,IFI44L
93,IFI44
94,LINC01781
95,TTLL7
96,MCOLN2
97,ZNHIT6
98,COL24A1
99,GTF2B
100,GBP3
101,GBP1
102,GBP5
103,LRRC8C
104,TGFBR3
105,BTBD8
106,FNBP1L
107,GCLM
108,AGL
109,SLC35A3
110,CDC14A
111,AC104506.1
112,AC093157.1
113,VAV3
114,AKNAD1
115,GSTM4
116,GSTM2
117,GSTM5
118,GSTM3
119,CSF1
120,KCNA3
121,LRIF1
122,CHI3L2
123,ST7L
124,RHOC
125,MAGI3
126,PHTF1
127,TRIM33
128,TSPAN2
129,CD2
130,TENT5C
131,PHGDH
132,FCGR1B
133,SRGAP2C
134,SRGAP2B
135,AC245014.3
136,CD160
137,TXNIP
138,PDE4DIP
139,NBPF19
140,FCGR1A
141,SV2A
142,PLEKHO1
143,C1orf54
144,MCL1
145,CTSS
146,PIP5K1A
147,SELENBP1
148,TUFT1
149,S100A10
150,S100A11
151,S100A9
152,S100A12
153,S100A8
154,S100A6
155,S100A4
156,S100A13
157,RAB13
158,ATP8B2
159,AL451085.1
160,ADAM15
161,CLK2
162,ASH1L-AS1
163,KHDC4
164,LMNA
165,HDGF
166,SH2D2A
167,NTRK1
168,FCRL5
169,FCRL3
170,FCRL2
171,FCRL1
172,CD1C
173,SPTA1
174,MNDA
175,PYHIN1
176,AIM2
177,FCER1A
178,FCRL6
179,TAGLN2
180,CD84
181,SLAMF1
182,F11R
183,FCER1G
184,TOMM40L
185,FCGR2A
186,FCGR3A
187,FCGR2B
188,FCRLA
189,SH2D1B
190,PBX1
191,CD247
192,CREG1
193,TBX19
194,XCL2
195,XCL1
196,ATP1B1
197,SLC19A2
198,F5
199,C1orf112
200,SELL
201,DNM3
202,TNFSF4
203,PRDX6
204,RALGPS2
205,ABL2
206,TOR1AIP2
207,AL353708.3
208,XPR1
209,GLUL
210,RGS16
211,NCF2
212,C1orf21
213,SWT1
214,IVNS1ABP
215,PRG4
216,PTGS2
217,PLA2G4A
218,RGS18
219,RGS1
220,RGS2
221,CFH
222,ASPM
223,ZBTB41
224,DENND1B
225,MIR181A1HG
226,GPR25
227,KIF21B
228,SYT2
229,KDM5B
230,ADIPOR1
231,CYB5R1
232,BTG2
233,FMOD
234,ATP2B4
235,ZBED6
236,NUAK2
237,SRGAP2
238,DYRK3
239,MAPKAPK2
240,YOD1
241,CR1
242,CD34
243,HHAT
244,ATF3
245,CENPF
246,GPATCH2
247,HLX-AS1
248,HLX
249,TP53BP2
250,PYCR2
251,CDC42BPA
252,PRSS38
253,GALNT2
254,AL445524.1
255,DISC1
256,PCNX2
257,SLC35F3
258,TBCE
259,EDARADD
260,CHRM3-AS2
261,CHML
262,CEP170
263,ZBTB18
264,BX323046.1
265,EFCAB2
266,SMYD3
267,CNST
268,NLRP3
269,GCSAML
270,TRIM58
271,ZNF672
272,PXDN
273,AC108488.1
274,CMPK2
275,RSAD2
276,LINC01871
277,LINC00299
278,ID2
279,MBOAT2
280,ADAM17
281,AC010969.2
282,RRM2
283,ODC1
284,MIR3681HG
285,TRIB2
286,NBAS
287,RHOB
288,ATAD2B
289,MFSD2B
290,FKBP1B
291,FAM228B
292,TP53I3
293,NCOA1
294,ADCY3
295,POMC
296,OST4
297,EMILIN1
298,AC093690.1
299,TOGARAM2
300,SLC30A6
301,RASGRP3
302,FEZ2
303,HEATR5B
304,CDC42EP3
305,CYP1B1
306,HNRNPLL
307,GALM
308,SRSF7
309,THUMPD2
310,SLC8A1
311,ZFP36L2
312,PRKCE
313,TTC7A
314,ASB3
315,CCDC88A
316,FANCL
317,BCL11A
318,B3GNT2
319,TMEM17
320,PELI1
321,LINC02245
322,SPRED2
323,MEIS1
324,PPP3R1
325,CNRIP1
326,PLEK
327,MXD1
328,DYSF
329,SFXN5
330,CAPG
