,0
0,A1BG
1,A2M
2,A2M-AS1
3,A2MP1
4,A4GALT
5,AADAT
6,AAED1
7,AAK1
8,AAMDC
9,ABCA1
10,ABCA2
11,ABCA3
12,ABCA6
13,ABCA8
14,ABCB1
15,ABCB10
16,ABCB9
17,ABCC4
18,ABCF3
19,ABCG1
20,ABCG2
21,ABHD13
22,ABHD15
23,ABHD17A
24,ABHD3
25,ABHD5
26,ABHD6
27,ABI3
28,ABI3BP
29,ABL2
30,ABLIM1
31,ABLIM3
32,ABO
33,ABRACL
34,ABRAXAS1
35,AC002454.1
36,AC002467.1
37,AC003075.4
38,AC004057.1
39,AC004069.1
40,AC004148.2
41,AC004381.2
42,AC004386.1
43,AC004453.1
44,AC004453.8
45,AC004556.1
46,AC004687.1
47,AC005261.3
48,AC005262.1
49,AC005300.1
50,AC005632.2
51,AC005726.5
52,AC005785.2
53,AC005912.1
54,AC005921.2
55,AC005921.3
56,AC006064.4
57,AC006077.2
58,AC006129.2
59,AC007036.2
60,AC007114.1
61,AC007246.3
62,AC007382.1
63,AC007686.3
64,AC007688.1
65,AC007952.4
66,AC007969.1
67,AC008026.1
68,AC008026.2
69,AC008038.1
70,AC008105.3
71,AC008443.4
72,AC008555.5
73,AC008875.3
74,AC009005.1
75,AC009302.1
76,AC009501.4
77,AC009951.1
78,AC010326.4
79,AC010343.1
80,AC010422.3
81,AC010468.1
82,AC010615.2
83,AC011445.2
84,AC011447.3
85,AC011472.2
86,AC011495.1
87,AC011498.6
88,AC011603.2
89,AC011893.3
90,AC011933.2
91,AC011979.1
92,AC012146.1
93,AC012360.3
94,AC012618.1
95,AC012645.3
96,AC013264.2
97,AC013394.1
98,AC013461.1
99,AC015883.1
100,AC015912.3
101,AC015982.1
102,AC015987.1
103,AC016065.1
104,AC016549.1
105,AC016734.1
106,AC016735.2
107,AC016739.1
108,AC016739.2
109,AC016831.4
110,AC016831.5
111,AC016831.7
112,AC017002.1
113,AC017035.1
114,AC017104.1
115,AC018521.5
116,AC018523.1
117,AC018738.1
118,AC020571.3
119,AC020656.1
120,AC020915.3
121,AC020916.1
122,AC021078.1
123,AC022210.1
124,AC022400.7
125,AC023590.1
126,AC024075.1
127,AC024293.1
128,AC025164.1
129,AC025171.3
130,AC025181.2
131,AC026401.3
132,AC026403.1
133,AC026412.1
134,AC026471.4
135,AC026904.1
136,AC026979.2
137,AC027290.2
138,AC027559.1
139,AC034236.1
140,AC037198.1
141,AC040162.1
142,AC044787.1
143,AC048341.1
144,AC055713.1
145,AC058791.1
146,AC060780.1
147,AC064799.1
148,AC068137.1
149,AC068631.3
150,AC069213.3
151,AC069218.1
152,AC073349.1
153,AC073861.1
154,AC073896.3
155,AC073896.4
156,AC074117.1
157,AC078817.1
158,AC079140.2
159,AC079250.1
160,AC079331.1
161,AC079767.4
162,AC084824.1
163,AC087276.1
164,AC087633.2
165,AC090114.1
166,AC090152.1
167,AC090181.3
168,AC090204.1
169,AC090409.1
170,AC090498.1
171,AC090559.1
172,AC090617.10
173,AC091181.1
174,AC091390.3
175,AC092069.1
176,AC092117.2
177,AC092139.3
178,AC092140.1
179,AC092171.1
180,AC092171.3
181,AC092580.4
182,AC092620.2
183,AC092821.3
184,AC092953.1
185,AC093157.1
186,AC093591.1
187,AC095055.1
188,AC096579.7
189,AC096667.1
190,AC096775.1
191,AC097263.1
192,AC097376.2
193,AC097634.1
194,AC098591.2
195,AC098828.3
196,AC099560.2
197,AC099789.1
198,AC099796.1
199,AC100801.1
200,AC103591.3
201,AC103706.1
202,AC103769.1
203,AC104024.1
204,AC104109.4
205,AC104389.1
206,AC104563.1
207,AC104695.3
208,AC104699.1
209,AC104794.2
210,AC104971.3
211,AC105137.1
212,AC106707.1
213,AC106795.1
214,AC107075.1
215,AC107464.3
216,AC108134.2
217,AC108704.2
218,AC109326.1
219,AC110994.2
220,AC112491.1
221,AC113367.1
222,AC113398.1
223,AC113935.1
224,AC114728.1
225,AC114760.2
226,AC115223.1
227,AC116533.1
228,AC118549.1
229,AC119396.1
230,AC119428.2
231,AC122718.1
232,AC125437.2
233,AC127070.4
234,AC127502.2
235,AC130456.3
236,AC130469.1
237,AC131009.4
238,AC131212.2
239,AC132192.1
240,AC132872.4
241,AC133065.3
242,AC133134.1
243,AC133644.2
244,AC136632.1
245,AC137767.1
246,AC138393.1
247,AC138409.2
248,AC140479.4
249,AC141586.1
250,AC144530.1
251,AC145207.5
252,AC159540.1
253,AC211486.2
254,AC239799.2
255,AC241585.2
256,AC243829.4
257,AC244093.2
258,AC244154.1
259,AC244502.1
260,AC245014.3
261,AC245060.4
262,AC245060.5
263,AC245100.1
264,AC245100.4
265,AC245128.3
266,AC245297.3
267,AC245595.1
268,AC246787.1
269,AC253572.2
270,ACAA2
271,ACAP1
272,ACAT1
273,ACE
274,ACER3
275,ACHE
276,ACKR1
277,ACOT11
278,ACOT7
279,ACP2
280,ACP5
281,ACP6
282,ACRBP
283,ACSF2
284,ACSL1
285,ACSL4
286,ACSM3
287,ACSS2
288,ACTA2
289,ACTB
290,ACTG1
291,ACTN1
292,ACTN4
293,ACTR2
294,ACTR3
295,ACVR2B
296,ACY3
297,ACYP2
298,ADA
299,ADA2
300,ADAM12
301,ADAM15
302,ADAM17
303,ADAM19
304,ADAM23
305,ADAM28
306,ADAM8
307,ADAM9
308,ADAMDEC1
309,ADAMTS1
310,ADAMTS12
311,ADAMTS15
312,ADAMTS4
313,ADAMTS5
314,ADAMTS7
315,ADAMTS9
316,ADAMTSL4
317,ADAP2
318,ADAR
319,ADARB1
320,ADAT2
321,ADCY3
322,ADCY6
323,ADD1
324,ADD2
325,ADD3
326,ADGRD1
327,ADGRE1
328,ADGRE2
329,ADGRE5
330,ADGRG1
331,ADGRG3
332,ADGRG5
333,ADGRL1
334,ADH1B
335,ADI1
336,ADIPOR1
337,ADIRF
338,ADK
339,ADM
340,ADM5
341,ADORA2A-AS1
342,ADORA2B
343,ADORA3
344,ADRB1
345,ADRB2
346,ADRBK1
347,ADRBK2
348,ADSL
349,ADSSL1
350,ADTRP
351,AEBP1
352,AEBP2
353,AES
354,AF274858.1
355,AFAP1
356,AFAP1L1
357,AFDN
358,AFF3
359,AFG3L1P
360,AFMID
361,AFP
362,AGAP6
363,AGBL5
364,AGMAT
365,AGPS
366,AGR2
367,AGRN
368,AGTRAP
369,AHCY
370,AHI1
371,AHNAK
372,AHR
373,AHSA1
374,AHSA2
375,AHSA2P
376,AHSG
377,AHSP
378,AICDA
379,AIF1
380,AIFM2
381,AIM1
382,AIM2
383,AIMP1
384,AIMP2
385,AJ271736.10
386,AK2
387,AK4
388,AK5
389,AK9
390,AKAP12
391,AKAP13
392,AKAP5
393,AKAP7
394,AKNA
395,AKR1B1
396,AKR1C1
397,AKR1C3
398,AKR7A2
399,AL009174.1
400,AL022718.1
401,AL031595.3
402,AL031733.2
403,AL031777.3
404,AL033519.2
405,AL035071.1
406,AL049873.1
407,AL050331.1
408,AL050341.2
409,AL078604.1
410,AL080243.2
411,AL080276.2
412,AL096865.1
413,AL109741.2
414,AL121658.1
415,AL122020.1
416,AL132656.3
417,AL133243.3
418,AL133260.1
419,AL133330.1
420,AL133453.1
421,AL135905.2
422,AL136295.5
423,AL136380.1
424,AL136968.2
425,AL138785.1
426,AL138799.3
427,AL138963.4
428,AL139020.1
429,AL139042.1
430,AL139089.1
431,AL139095.2
432,AL157895.1
433,AL157938.2
434,AL157938.3
435,AL161781.2
436,AL161787.1
437,AL161909.1
438,AL162578.1
439,AL353678.1
440,AL355032.1
441,AL355309.1
442,AL355338.1
443,AL355987.4
444,AL356273.3
445,AL356585.1
446,AL357060.1
447,AL357143.1
448,AL359504.2
449,AL365272.1
450,AL365357.1
451,AL390728.6
452,AL391069.3
453,AL392172.1
454,AL445472.1
455,AL445524.1
456,AL450063.1
457,AL450405.1
458,AL450998.1
459,AL499604.1
460,AL513365.1
461,AL590867.2
462,AL591846.1
463,AL592114.1
464,AL592284.1
465,AL592429.2
466,AL592494.3
467,AL627171.2
468,AL645924.2
469,AL662797.1
470,AL731577.1
471,AL928768.3
472,AL929472.2
473,ALAS1
474,ALAS2
475,ALB
476,ALCAM
477,ALDH1A1
478,ALDH1B1
479,ALDH2
480,ALDH3A2
481,ALDH3B1
482,ALDH7A1
483,ALDOA
484,ALDOB
485,ALDOC
486,ALG2
487,ALKBH7
488,ALOX12
489,ALOX5
490,ALOX5AP
491,ALPK1
492,ALS2
493,ALYREF
494,AMD1
495,AMHR2
496,AMICA1
497,AMOTL1
498,AMOTL2
499,AMPD1
500,AMZ2P1
501,ANAPC11
502,ANAPC16
503,ANGPT1
504,ANGPTL1
505,ANK1
506,ANK2
507,ANK3
508,ANKDD1A
509,ANKH
510,ANKHD1
511,ANKLE1
512,ANKRD10
513,ANKRD10-IT1
514,ANKRD12
515,ANKRD13C
516,ANKRD13D
517,ANKRD22
518,ANKRD27
519,ANKRD28
520,ANKRD29
521,ANKRD35
522,ANKRD36BP1
523,ANKRD42
524,ANKRD44
525,ANKRD44-IT1
526,ANKRD50
527,ANLN
528,ANO10
529,ANO9
530,ANP32A
531,ANP32B
532,ANP32E
533,ANPEP
534,ANTKMT
535,ANTXR1
536,ANTXR2
537,ANXA1
538,ANXA2
539,ANXA2R
540,ANXA3
541,ANXA4
542,ANXA5
543,ANXA6
544,ANXA7
545,AOAH
546,AOC1
547,AOX1
548,AP000347.1
549,AP000437.1
550,AP000547.3
551,AP000936.3
552,AP001024.1
553,AP001189.1
554,AP001324.1
555,AP001972.5
556,AP002360.1
557,AP002387.1
558,AP002387.2
559,AP002748.3
560,AP002884.1
561,AP003068.2
562,AP003086.1
563,AP003733.4
564,AP006222.1
565,AP1B1
566,AP1M2
567,AP1S1
568,AP1S2
569,AP1S3
570,AP2M1
571,AP2S1
572,AP3M2
573,APAF1
574,APBA2
575,APBB1IP
576,APBB2
577,APEX1
578,API5
579,APLF
580,APLNR
581,APLP2
582,APMAP
583,APOA1
584,APOA2
585,APOBEC3A
586,APOBEC3B
587,APOBEC3C
588,APOBEC3G
589,APOBEC3H
590,APOBR
591,APOC1
592,APOC2
593,APOC3
594,APOD
595,APOE
596,APOH
597,APOL3
598,APOL6
599,APOLD1
600,APOOL
601,APP
602,APPL1
603,APRT
604,AQP1
605,AQP3
606,ARAP2
607,AREG
608,AREL1
609,ARF1
610,ARF3
611,ARF4
612,ARF6
613,ARG1
614,ARGLU1
615,ARHGAP10
616,ARHGAP11B
617,ARHGAP15
618,ARHGAP17
619,ARHGAP18
620,ARHGAP20
621,ARHGAP21
622,ARHGAP22
623,ARHGAP24
624,ARHGAP25
625,ARHGAP26
626,ARHGAP29
627,ARHGAP31
628,ARHGAP45
629,ARHGAP5
630,ARHGAP5-AS1
631,ARHGAP6
632,ARHGAP9
633,ARHGDIB
634,ARHGEF1
635,ARHGEF10
636,ARHGEF10L
637,ARHGEF19
638,ARHGEF26
639,ARHGEF3
640,ARHGEF39
641,ARHGEF6
642,ARID1B
643,ARID3A
644,ARID4B
645,ARID5A
646,ARID5B
647,ARL11
648,ARL2
649,ARL4A
650,ARL4C
651,ARL5A
652,ARL5B
653,ARL6IP1
654,ARL6IP4
655,ARL6IP5
656,ARL6IP6
657,ARMCX1
658,ARMCX5
659,ARMCX6
660,ARMH1
661,ARNTL2
662,ARPC1B
663,ARPC2
664,ARPC3
665,ARPC4
666,ARPC5
667,ARPC5L
668,ARPIN
669,ARPP19
670,ARPP21
671,ARRB1
672,ARRB2
673,ARRDC3
674,ARSA
675,ARSD
676,ARSJ
677,ASAH1
678,ASAP1
679,ASAP2
680,ASB2
681,ASB9
682,ASF1B
683,ASGR1
684,ASGR2
685,ASH1L
686,ASIP
687,ASNA1
688,ASNSD1
689,ASPA
690,ASPH
691,ASPM
692,ASS1
693,ASUN
694,ASXL1
695,ATAD2
696,ATAD3B
697,ATAD5
698,ATF3
699,ATF4
700,ATF5
701,ATF6
702,ATF7IP
703,ATF7IP2
704,ATG101
705,ATG3
706,ATG7
707,ATHL1
708,ATL3
709,ATOX1
710,ATP10D
711,ATP13A2
712,ATP1B1
713,ATP1B3
714,ATP2A3
715,ATP2B1
716,ATP2B1-AS1
717,ATP5A1
718,ATP5B
719,ATP5C1
720,ATP5D
721,ATP5E
722,ATP5EP2
723,ATP5F1
724,ATP5F1A
725,ATP5F1B
726,ATP5F1C
727,ATP5F1D
728,ATP5F1E
729,ATP5F1EP2
730,ATP5G1
731,ATP5G2
732,ATP5G3
733,ATP5H
734,ATP5I
735,ATP5IF1
736,ATP5J
737,ATP5J2
738,ATP5L
739,ATP5MC1
740,ATP5MC2
741,ATP5MC3
742,ATP5MD
743,ATP5ME
744,ATP5MF
745,ATP5MG
746,ATP5MGL
747,ATP5MPL
748,ATP5O
749,ATP5PB
750,ATP5PD
751,ATP5PF
752,ATP5PO
753,ATP5S
754,ATP6AP1
755,ATP6AP1L
756,ATP6AP2
757,ATP6V0A1
758,ATP6V0A2
759,ATP6V0B
760,ATP6V0C
761,ATP6V0D1
762,ATP6V0E1
763,ATP6V0E2
764,ATP6V1A
765,ATP6V1B2
766,ATP6V1C1
767,ATP6V1E2
768,ATP6V1F
769,ATP6V1G1
770,ATP8A1
771,ATP8B4
772,ATP9A
773,ATPAF1
774,ATPAF2
775,ATPIF1
776,ATXN1
777,ATXN3
778,ATXN8OS
779,AUNIP
780,AURKA
781,AURKAIP1
782,AURKB
783,AUTS2
784,AVPI1
785,AXIN1
786,AXL
787,AZIN1-AS1
788,AZU1
789,B2M
790,B3GALNT1
791,B3GALT2
792,B3GAT2
793,B3GNT5
794,B3GNT7
795,B3GNT8
796,B3GNTL1
797,B9D1
798,B9D2
799,BAALC
800,BABAM1
801,BABAM2
802,BACE1-AS
803,BACE2
804,BACH2
805,BAG1
806,BAG3
807,BAHCC1
808,BAIAP3
809,BAK1
810,BANF1
811,BANK1
812,BASP1
813,BATF
814,BATF3
815,BAZ2A
816,BAZ2B
817,BBOF1
818,BCAM
819,BCAP31
820,BCAR3
821,BCAS1
822,BCAS2
823,BCAS4
824,BCAT1
825,BCL11A
826,BCL11B
827,BCL2
828,BCL2A1
829,BCL2L1
830,BCL2L10
831,BCL2L12
832,BCL2L14
833,BCL2L2
834,BCL6
835,BCL7A
836,BCLAF1
837,BCO2
838,BCR
839,BDH2
840,BEND5
841,BEST1
842,BEX1
843,BEX3
844,BEX4
845,BEX5
846,BGN
847,BHLHE40
848,BHLHE41
849,BICD1
850,BICDL1
851,BID
852,BIK
853,BIN1
854,BIN2
855,BIN3
856,BIRC3
857,BIRC5
858,BIRC7
859,BIVM
860,BLK
861,BLNK
862,BLOC1S1
863,BLOC1S3
864,BLVRA
865,BLVRB
866,BMF
867,BMP2K
868,BMP3
869,BNIP1
870,BNIP3L
871,BNIPL
872,BOC
873,BOLA2-SMG1P6
874,BOLA2B
875,BOLA3
876,BOLA3-AS1
877,BPGM
878,BPIFB1
879,BPNT1
880,BRCA1
881,BRCA2
882,BRCC3
883,BRD1
884,BRI3
885,BRI3BP
886,BRIP1
887,BRK1
888,BRMS1
889,BRWD1
890,BSG
891,BSPRY
892,BST1
893,BST2
894,BTBD3
895,BTF3
896,BTF3L4
897,BTG1
898,BTG2
899,BTG3
900,BTK
901,BTLA
902,BTN2A2
903,BTN3A1
904,BTN3A2
905,BUB1
906,BUB3
907,BUD23
908,BX284668.5
909,BX679664.3
910,BZRAP1-AS1
911,BZW1
912,BZW2
913,C10orf10
914,C10orf11
915,C10orf128
916,C10orf25
917,C10orf54
918,C11orf1
919,C11orf21
920,C11orf24
921,C11orf31
922,C11orf58
923,C11orf73
924,C11orf74
925,C11orf80
926,C11orf84
927,C11orf96
928,C12orf10
929,C12orf44
930,C12orf45
931,C12orf57
932,C12orf65
933,C12orf75
934,C14orf1
935,C14orf142
936,C14orf159
937,C14orf166
938,C14orf2
939,C15orf39
940,C15orf48
941,C15orf57
942,C16orf13
943,C16orf45
944,C16orf54
945,C16orf74
946,C16orf87
947,C16orf95
948,C17orf49
949,C17orf58
950,C17orf62
951,C17orf89
952,C17orf99
953,C18orf21
954,C18orf32
955,C19orf10
956,C19orf24
957,C19orf33
958,C19orf38
959,C19orf43
960,C19orf47
961,C19orf48
962,C19orf60
963,C19orf66
964,C19orf70
965,C1QA
966,C1QB
967,C1QBP
968,C1QC
969,C1QTNF3
970,C1QTNF4
971,C1R
972,C1S
973,C1orf115
974,C1orf123
975,C1orf131
976,C1orf162
