,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
B cell,Dusp3,2210411M09Rik,1500011B03Rik,Utp14b,Cerk,Adrb1,Gm28809,Dsel,Aldob,Ift140,Ik,Atxn1l,Inhbb,Ebp,Rab10os,Rnf169,Suco,Baz1a,Tbcel,Skap1,Ep300,2210417A02Rik,9530018F02Rik,Slc1a3,Spop,D830050J10Rik,9530052C20Rik,Ppm1g,Fzd5,Lrrn4cl,Inpp4a,Gm38947,Naf1,Tspyl5,Ssbp2,Rinl,Pcdhga11,Fbxo27,Ubac2,H2-Eb1,Gm47423,Slc47a1,Avpi1,Fbxo46,Ciita,Gjb3,Dthd1,Ptprs,A830052D11Rik,BC026513,Sccpdh,Mastl,Yju2,Mid2,Gm26740,Mrgpre,Nnat,Plekhm1,Mvb12b,Agbl3,Cd83,Heatr1,BC028528,C2cd2,D6Wsu163e,Rpp14,Rph3al,Acsf3,Ccdc192,Mageh1,Fbxo3,Fdft1,Ccrl2,A030001D20Rik,Gm29773,Bend3,Tbc1d31,Kcnk4,Gm44386,Exoc3l4,Cstf3,Helb,Gm11752,Rfesd,Manbal,Pptc7,Cib2,Gm14401,Mapkapk5,Iglc2,Maged2,Fam129c,Arl6ip5,Gm20337,Dhdds,Npr2,Cep78,1110059E24Rik,Pdcd7,Ilrun,Ajuba,Thrap3,Sell,Apip,Kctd20,Hoxa10,Grap2,Aff3,Il17rd,Pctp,Cenpt,Gm20429,Btla,C430049B03Rik,Ptprcap,Rnft1,Myo19,Cyhr1,Sirpa,Gm16316,Dync2h1,Synrg,Nrbp2,B4gat1,Sart1,Cacfd1,Ly6d,Trip13,S100a4,Tmem245,Dock10,Tnfrsf13c,Cd40,Brf1,Cdk5r1,Fiz1,Cd37,Chst3,Gtf2h1,Def8,Gm10824,Ubap1,Prr16,Rtn4rl1,Ikzf3,Vpreb3,Gm34552,Tcerg1,Ctcfl,1700102P08Rik,Gm45902,Dclre1c,Ccr7,Ripor2,Atg4a,Cr2,Trim30b,Zfp831,Hist1h2br,Pcdh12,Cgnl1,Megf6,Rcor3,4833422C13Rik,March1,Prkcb,1500035N22Rik,Tmem67,Cnbd2,Iglc3,Naa38,Dhx34,C5ar2,Trappc1,Ralgapa1,Pfas,Fcrl1,Fcer2a,Col25a1,Hrg,Plbd2,Numa1,Gid8,Atg4c,Ms4a10,Zdhhc4,Araf,Cdyl2,Ms4a1,Ptgfrn,Ms4a4c,Xpc,Eif2s3x,Tspan32,Tcf7,BE692007,Gm10399,Cd79b,Wdr33,Gbe1,Egr3,Cxcr5,Cxcr4,Fes,Ilf3,Cd79a,Fcmr,Pax5,Pou2f2,Trim7,Gm19951,Vps26c,Ebf1,Blk,B930036N10Rik,Dynlt1f,Ezr,Ccr6,Ighd,Ighm,Ino80b,Ttll7,Cab39l,Stx18,Phf11c,Smc5,Gm15541,Sprn,Zmym2,Map3k10,Gm31243,Zfp780b,Fcrla,Eid2b,Bank1,Defb45,Zfp983,Haao,Limd1,Ly86,Slc30a6,Capn13,Yes1,Fam110a,A530083I20Rik,Rcsd1,Ces1e,Bfsp2,Fance,Oxa1l,Trac,Tbc1d16,Pja2,Abraxas2,Mitd1,Heatr5a,4930523C07Rik,Mirt1,Hectd1,Zfp937,Sirt7,Tmem147,H2-Oa,H2-DMb2,Il21r,H2-Ob,H2-Eb2,Cd22,BC017158,Cd3g,Cd180,Gbp2,Stap1,Cd3d,Lrrc8d,Tmem237,Gm12758,Tmem209,Cebpg,Gimap6,Lta,Bloc1s2,Scd1,Cd19,Dus2,Satb1,Flot1,Gm30054,Gdi2,Rufy3,Itgal,Trbc2,Siglecg,AI467606,Ints6l,Emb,Taf8,Shank1,Spib,Wdr20
Lgr5+ cycling stem,Cdc42,Tbkbp1,Mphosph6,Zfp867,Usp6nl,Rab10,Slc19a2,Hist1h4c,Malsu1,Impact,Glrx,Rasgrf2,Masp2,Fkrp,Crtc2,Car13,Plxdc1,Fam162a,Ip6k2,Gbp2,Pitx2,Ift122,Zfp937,Upk3a,Pds5a,Myzap,Map4k3,Polq,BC003965,Ptger1,Snx12,Hnrnpl,Cpne8,Gm671,Myh9,Hist1h2ap,Mns1,Actr1b,Ccl28,Zfp691,Ptgfrn,Brms1,Plk1,Gm17249,Thpo,Pclaf,Xkr5,2810013P06Rik,Arhgap19,Ptprt,Sh3rf2,Snx18,Synj2bp,Hist1h2ag,Tasp1,Cep72,Nasp,Hs6st1,Siah1a,Med29,Rap1gapos,Slc38a9,Dyrk1a,Ccl27a,Hp1bp3,Rad54l,Adal,Dync2li1,Spc25,Mfap3l,Selenoo,Ndfip1,Mill2,Psmd11,Gstt2,Vps53,Spns1,Galntl6,Parpbp,Mettl9,Cntd1,Spryd3,Gm44386,Cep128,Arsj,Lemd2,3830406C13Rik,Pycr2,Irak1,Adpgk,Rabep2,Rpusd2,Cd276,Zfp808,Stk16,St6galnac2,Zfp697,Grhl3,Tufm,Gm11335,Hps1,Mpig6b,Zbtb25,Emsy,Prim2,Car1,Espl1,Braf,Cdca2,Phf14,Gm42067,4632427E13Rik,Hist1h2ae,Akirin1,Vamp3,Haspin,Snx10,Znhit2,Tigd5,Vps51,Cdk1,Dffb,Samd1,Snhg14,Gm15283,Mmp28,Them6,Grwd1,Bex3,Arl6ip6,Gm50240,Trp53bp2,Htatsf1,Noxa1,Tmc5,Gm48623,Adh5,Fbp1,Hspbap1,Hist1h2bc,Gm42699,Tmem56,Ldb3,Plac1,Tatdn2,Cfdp1,Npdc1,Rbm41,Prps1,Aunip,C030032O16Rik,Rab11fip3,Nudt6,Spink4,Cdk8,Polr3gl,Top2a,Tlr3,Zxdc,Fancm,2610044O15Rik8,Rbl2,Tmem164,G3bp1,Kifap3,Hacd2,Gm50242,Dlk1,4930447F24Rik,Pigt,Nln,Naxd,Pea15a,Scfd1,Fgfbp3,Hars,Pnp2,Vsig10,Zfp946,G2e3,Mocs1,Itgb3bp,9030204H09Rik,Gjb3,Aldh1l1,Zfp553,Klhl13,Zscan20,Ttc36,Slc6a14,Fbxl2,Id4,Zfp277,Hmcn1,Araf,Atp6v0c,S100pbp,Ska3,Gm13558,Mysm1,Gm12655,Cdyl,5730420D15Rik,Alox15,Chrm1,Rpgrip1,Ankmy2,1700048O20Rik,Tmem173,Rxrb,Zfp119b,Tbcel,Gm2115,Prc1,Synj2,Chtf8,Esco2,Kif15,Zfp940,Zfp780b,Gm15491,Syde2,Ubxn6,Hnrnpul2,Hnrnpd,Rap1a,Scaf4,Vstm4,Cog3,Safb2,Guf1,Fbxo5,Btbd2,Stt3a,Gm11752,Mastl,Enc1,Tuba1c,2010110K18Rik,Cpsf3,Kifc1,Gm53,Plch2,Rtf1,Gmps,Rasl2-9,Gm17251,Tagap,Lsm14b,Lims1,Fam172a,Nfrkb,Cacul1,Cryz,Trim13,Ciao2b,Card14,Pou5f2,Nup107,Adcy8,Mbd1,Tmem102,Opcml,Cyp4f13,Rad1,Mad2l2,Ccdc186,Pigu,Lyplal1,Snap23,Cactin,Crnn,Gm28512,5330438D12Rik,Fopnl,Ncln,Gm13421,Dedd2,Orai2,Col5a3,Gm30541,Glul,4930404N11Rik,Gm42517,Cpeb2,Gm47904,Ptma,Ccdc102a,Dnajc8,Brat1,Cep76,Fbxl20,Med1,Tmem209,Cdkn2d,Ap1s3,Zfp965,Dip2c,Tbc1d2,Cep68
Lgr5+ stem,Hgsnat,Ess2,Pofut1,Hoxa2,Gm49463,Muc1,Cnrip1,Ccdc171,Eva1c,Sult1c2,Hist1h2bh,Mgarp,Tmem185b,Cdca5,Cyth3,Ces1f,Tpmt,Sp5,C8g,Dnajb13,Plin5,Riox2,Zkscan3,Igsf8,Gm45889,Tulp4,Pde10a,Thrb,Them6,Smc4,Fgf1,Zfp229,Ckmt2,Dus1l,Atxn1l,Suco,Acacb,Wsb1,Tubgcp2,5730420D15Rik,Rbm8a2,Cd177,Megf9,Sptlc1,Ndc1,Commd10,Zfp599,Emp2,9530062K07Rik,Frmd4b,Abhd17c,Eif2d,Scnm1,E430024I08Rik,Mterf1a,Esco1,Atp6v1f,Neil3,Dtnb,Pomk,Pacsin1,Aadac,Ifi27,Cit,Wars,Stimate,Jrk,Inppl1,Tmie,Zfat,Kcne3,Cyhr1,Tmem41b,Wee1,Stx7,Gls,Zup1,1300017J02Rik,Apmap,Crybg1,Fam151b,Shank3,Ppp1r13l,Zfp28,Mansc4,Rogdi,Cap2,Cracr2a,Ptrh1,Mex3d,Slc15a3,Gm17733,Podxl2,Fzr1,Ric8a,Kdm3a,Hist1h2ap,Eps8l2,Coa5,Gm49041,Gm15591,Sertad2,N4bp2l2,Gabpa,Ache,Phpt1,Wdfy3,Spdef,Parp8,Ncapg,Mef2d,Prkag2,Zw10,Zfp101,Nxpe4,Zpr1,Steap2,Sapcd2,Nadk,Dxo,Nsmf,Msrb2,H2-T24,Mid1,Msi2,Gm10684,Zfp791,Sp2,March3,Tjap1,Snrnp40,Casc3,Acer1,Zfp90,Cdc6,Gm32250,Aamp,1810010H24Rik,Slc31a2,Psat1,Ints6l,Rnf213,Gm27195,Zfp809,Vsig1,Pigo,Arl16,Comt,Eif4g2,Capn7,Taf1d,Parg,Rnf166,Banp,Phf21a,B230369F24Rik,Mlycd,Nusap1,Chtf8,Tyro3,Acin1,Exo1,D8Ertd738e,Scn2b,Bex4,Map1s,Ndufs1,Psd3,Cpe,Sucla2,Saraf,Fnta,Tlk1,Ido1,Oxct1,Ifitm3,Ciao2a,Nox1,Pstk,E430018J23Rik,Cenph,Psmd14,Grhl2,Tmem171,Arhgap17,Mtx3,Pls1,Plk1,Chm,Snrpb2,Myc,Kdm5c,Nsun2,Chrac1,Gm49066,Slc45a4,Hsf1,Ube2f,Kif15,Sacm1l,Arhgap19,Lrrc14,Apol10b,Snhg1,Fam193b,Arhgap18,Aen,Pyroxd2,Klhl25,Ppp1r7,Secisbp2,Ppara,Syne4,Mettl7a2,Clec2e,Gm15987,Stxbp1,Ralgapb,Pola2,Ada,Syde1,Snx32,A430078I02Rik,Nat8f1,Zfp334,Ino80b,Tdg,9330162012Rik,Ccdc142os,Hist1h3b,Hist1h3e,B4gat1,Kpna1,Gm46404,Gm48768,Mindy4,Phlda1,Tnfsf10,Ccdc191,Hipk2,Cd200,Selenom,Pes1,Phldb2,Actr2,Actl6a,Atp11b,Nup188,Surf2,Cfap47,Stag2,Cbr3,Rsrc2,Atp2a2,Gdi1,Gmps,Gnptg,Dcun1d4,Wdr19,Gm29107,Ubash3a,4632411P08Rik,Tmem256,Plscr3,Btnl4,Mink1,Pimreg,Tmem79,Ash1l,2510039O18Rik,Zbtb25,Ier3,Srsf10,Mmp28,Myo19,Appbp2,3110056K07Rik,Cdc5l,Utp18,Tor1aip2,Tmem63b,Prpf18,Fam76a,Tfe3,Nfya,Snhg6,Patj,Myl12a,Ptgfrn,Acox1,Trim32,Rhob,Gaa,Xpa,Chmp6,Ccn1,0610009L18Rik,Ino80c,GFP-PLUS,Gbp7
T cell,St8sia6,Pstk,Itga10,Pcdhga2,Pigu,Zfp341,Nos3,Thy1,Dap3,Tbc1d17,Gm30191,Gimap4,Ly6d,Lrrc20,Gm50186,Klra6,Klra7,Rnaset2b,Stx7,Ankrd12,Sap18,Ccnh,Iffo1,Acap1,Gm10824,Pot1b,Elovl1,Strn,N4bp2os,Cebpz,Neurl4,Srsf7,Surf2,Mm2pr,Rbmx,Dapk3,Nup43,Pcdhb7,Gzmc,Nmt2,Slc31a2,Mavs,Atp8b2,Nfya,Smarcd2,Zfp777,Samd14,Rnf7,Sorl1,Gprasp1,Dcdc2b,Ppig,Gm16341,Aamp,Napsa,Ppa2,Stk39,Epm2aip1,C1qtnf2,Ifitm10,C330013E15Rik,Ptrh2,Bmp7,Tubd1,Pola2,Irf2bp1,Mmp28,Gripap1,Mapk12,Cd6,Cdip1,Trap1,Smg9,Ctu1,Tmem108,Larp1b,Soat2,Tpr,Hexa,Gm15541,Pick1,1700064H15Rik,Camk4,Bcl9l,Wsb1,Topors,Zfpl1,Ap1s3,H2-Ob,Ep300,Zfp81,Ccr9,Fam129b,Skil,Zfp942,Gm45051,Pik3r1,Hist1h2bh,Runx3,Mastl,Gm43920,Drp2,Tcrg-C2,Gm31881,Ero1lb,Phactr2,Adprh,Gm19522,Trat1,Alcam,Bmpr2,Lef1,Tmem170b,Sumf1,Col25a1,Bend6,Tada3,Stx19,Il17re,Snhg8,Ccnjl,Fopnl,Alkbh3,Bcl11b,Mrtfb,Tmcc1,Paxbp1,Ccr8,Cst6,Grcc10,9530097N15Rik,Sytl3,Cd101,Gimap7,Wdr3,Il27ra,Cd48,Clip1,Gnb5,Gm43768,Pold4,Ncr1,Ptprcap,Myo1e,Lrrn4cl,Rogdi,D8Ertd738e,Rbm41,Gm36723,Slc16a10,Zfp114,Hif1an,Gm2682,Rasal3,Rest,Acad9,Gm43598,Taz,Gm33051,Cnih1,Sp1,Drg2,4930486L24Rik,Gm13822,Gm38416,Gm11752,Ly6g5b,Trac,Gid8,Tiprl,Xlr4b,Ctcfl,Trim26,Zfp458,Prex1,Xpo5,Grn,Sla2,2610206C17Rik,Ergic3,Tnfsf14,Ms4a1,Cbfa2t2,Tmem256,Ms4a6b,Ikzf3,Cst7,Exoc3,Lamtor1,Tpt1,Ppfibp2,Gm15594,Sidt2,Rasgrp1,Tnfsf11,Tmem265,Bbs2,Chordc1,Lca5,2610037D02Rik,Ms4a4b,Trabd2b,Zap70,Itgb3bp,Cxcr6,Gm37637,Gimap9,Il18rap,Lck,Gimap6,Nabp1,5031439G07Rik,Gata3,Il2ra,Exosc3,Ufd1,Cd8b1,Cd8a,Btn1a1,Hist1h2bj,Emb,Cemip2,Tcrg-C4,Tcrg-C1,Nsg2,Mfng,Cd96,Icos,Itk,Il2rb,Gpr68,Gtf2a1,Ppp3cb,Trim33,Cd27,Klrb1c,Cd160,Bbof1,Zfp938,Klrd1,Klrk1,Samd3,Klrc2,Klrc1,Echdc1,Plekhg3,S100a7a,Sh2d2a,Snx6,Erf,Cd226,Gab3,Pglyrp2,Rinl,Mlkl,Tatdn1,BC051226,Tnfrsf18,Hist3h2a,Ifng,H2-DMb2,Cd7,Hcst,Arhgap44,Prrt1,Selplg,Cd247,Ltb,Fasl,Xlr4c,Klk8,Xcl1,Ctsz,Man1a,Dcakd,Gzmb,Il7r,Abhd17c,Defb45,Dhx57,Mettl4,Ccl5,Lat,Gm33370,Rpusd2,Cd3e,Hps1,Cox15,Cd3d,Wdr36,Sept1,Cenpc1,Ctsw,Trbc1,Trbc2,Gimap3,Nkg7,Skap1,Cd3g,Txk
TA,Wdr83,Blcap,Akr1b3,Dnajc27,Gm36520,Csf3r,Ankrd6,Gm49662,Ttll3,Kcne2,Cyp4f14,Adamts18,Ift57,Chd1,Grm2,Gm10639,Fam78b,Insyn1,4632404H12Rik,Esm1,Igkv5-48,0610030E20Rik,Zfp777,3110056K07Rik,Gm26682,Gm38947,Nle1,Gm43111,Dll1,Gm26912,Prnp,Dip2a,Phka1,Gm49786,Gm16118,9530052E02Rik,Sbpl,Pitpnm1,Kank2,Gm12888,Exd2,2410131K14Rik,Ube2d3,9430038I01Rik,Fbf1,Tinf2,Sstr2,Itgb3bp,Nudt21,Snai3,Zdhhc12,Txndc11,BC037704,Best1,Zfand5,Vcp,Coil,Dap,Ap4e1,Ltk,Slc25a1,Cpe,Glrb,Olfr804,Prrg3,Cyp4f13,Gm44040,Gm15867,Vamp3,Sco2,Gm48342,Tbpl1,Kmt2d,Mapk4,Gm47465,Chit1,Supt3,Med7,Pcdhb16,Rad50,Igkv4-57-1,Dbt,Golt1b,Cdr1os,Sap18,Mthfs,Saa3,Brox,1700022I11Rik,Gm10791,Gm15655,1700066M21Rik,Magix,Igkv6-23,Vps11,Dffb,Tmsb15b1,Nap1l4,Mn1,Psmf1,Gna12,2610008E11Rik,Actn1,Yipf5,Pcdhga11,Dmtn,Gak,Olfr267,Igkv16-104,Rasa3,Btn1a1,Itgal,Gm29670,Ciart,Hipk1,Tmem70,Spink10,Rwdd2a,Gm13496,Epha7,Med14,Myo19,Nt5c2,Yme1l1,Mbtps1,Tti2,Ablim3,2700046A07Rik,Ext1,Adat2,Gm44036,Rnf207,Tldc2,Ttll13,AW146154,AY512931,Actc1,Gm45004,Thsd4,Nudt11,A730063M14Rik,4933435G04Rik,A630072M18Rik,Nabp2,B230334C09Rik,Bzw1,Lrriq3,Gm46620,Wdr37,Ddc,Ccr6,Pfkfb3,Mynn,Thsd1,Nrbp2,Tor4a,Zcchc2,Gm42477,Fam13b,Fut7,Gm35611,Rgs19,Ccdc71,Selenbp2,Jmjd4,Jarid2,Rhoa,Zfp292,Abca6,Ubn1,Nob1,5730420D15Rik,Gabpb2,Fam210b,Pole4,Tal1,Dpyd,Nceh1,Mogat1,Nsun4,Map3k20,Slc7a6,Kmt2a,Pbld1,Ogfr,Cxcr5,Ddx50,Pes1,Gng8,Gm2115,Utp20,Eif3h,Camk2d,Trpc3,Ralbp1,Znhit1,Lrr1,Ulk2,Edn2,AI182371,Cgrrf1,Wrap53,Lsm3,Nlgn1,Slc27a2,Mcat,Spata5,Zswim7,Bptf,Adprh,C2cd5,Luc7l2,Zfp830,Rbm15b,Itga3,Gm15634,Tbc1d32,Pola2,Btbd18,Ndufb2,Surf6,Sumf1,Gjb5,Rpp14,Pus1,Dtnbp1,Gypc,Usp4,St5,Adamts12,Brk1,Ndufb10,Cers4,Nmd3,Tmem44,1700034P13Rik,Gm10501,Glb1,Psat1,Socs7,Cbx8,Zfp593,Timp4,Bop1,Gm5431,Hist1h4i,Trp53bp1,Igf2bp3,Smtnl2,Zfp740,Hsd3b3,Klc4,Mfsd3,Nmt1,Ypel3,Tada2b,Tsfm,1810063I02Rik,AI467606,Ufd1,Mxd4,Mymx,Mfn1,Tmem141,Tlr7,Prodh,Zbtb37,Cad,Gpr135,Zfp629,Rrm2b,Ccng1,Tnfrsf22,Fam214b,H2-Q4,Rint1,Arhgap12,Edn1,Amd2,Map3k5,Sorcs3,Igkv13-85,Peak1,Cfap126,Sin3b,Bivm,Slc9a7,Baiap2,Susd3,Acyp2,Prdm9,Vamp7,Gm20512,Nudt10,2010204K13Rik,Miip,Mthfr,Prickle3,Otc,Cux2
blood vasc.,Gpr52,Ranbp10,Zfp629,Adamts9,Add3,Pstk,C130074G19Rik,Cbwd1,Zfp992,Aebp2,Rhbdd1,Wwc2,4930579G18Rik,Ifi203,Uvrag,Nectin2,Sdhc,Ccser1,Etl4,Fer1l4,Myzap,Gm43727,Trim6,Tinagl1,Slc25a27,Sema3g,Arhgap31,F2rl3,Nova2,Ttyh1,Pcsk6,Gm50186,Gabrd,Sox18,Ctdspl,Gtf2ird1,Aifm3,Tdrp,Tbc1d32,Col15a1,Slc10a5,Crybb3,Mmrn2,Gnao1,Wdr53,Tpgs2,Gm32036,Bmp6,Sertad1,Arhgap12,Rhbdf2,Bvht,Lyve1,Plpp1,Ric8b,Prickle1,Icam2,Prkdc,Zfp979,Cul3,Zfp780b,Mblac2,Tmem170b,Tigd5,Frmd4a,Gimap1,Sirt2,Med28,Fli1,Pls3,Masp2,Gbp4,Kdr,Abi3,Dnm3,Clec14a,Plekho2,Tmem256,Nfrkb,Slc25a1,Mgarp,Tmem79,Ccl21a,Tulp4,Timeless,Jam3,Cyp4b1,Adgrf5,Cdc5l,Bcam,Abtb1,BC016579,Eif5a2,Tmem88,Alox12,Emcn,S1pr1,Bbx,Hip1,Ehd4,Ldhb,Ugt1a1,Arhgef15,Mgll,Vps36,Gm32688,Thrsp,E4f1,Cd200,Ankrd37,Depp1,Esam,Wdr83,Antxr1,Grrp1,Ptbp2,Zfp366,Ace,Adgrg1,Ctla2a,Col13a1,Epha7,Trappc8,Srarp,Igf2,Tcim,Slc26a10,Plscr2,Tnfsf10,Fabp4,Atf5,Usp40,Rpusd2,Palmd,Rflnb,Wdr11,Ly6a,Ly6c1,Myct1,Pecam1,Fam167b,Ptprm,Cd300lg,Esm1,Ufd1,Tox,Gm44386,Plekhg3,Igfbp5,Cyp26b1,Gins3,Ctsz,Nos3,H2-T23,Klhl26,Jam2,Gm26685,Ewsr1,Rtkn,Edn1,Rsad2,Nlgn1,Rad51b,Id2,Cyyr1,Vwa1,Urgcp,Podxl,Ptpn1,Hist3h2a,Epas1,Lims2,Tmod1,Tmcc3,Hcar1,Tmprss13,Akr1b10,Fxyd6,Rasip1,Pcdh12,Mroh1,Egfl7,Steap2,Plekhn1,Cxcl12,Fam120b,Plvap,Trmt10b,1110019D14Rik,Ramp3,Flt1,Syt15,Aplnr,Abcg2,Emc4,Hras,Col25a1,Maml2,Unc45b,Map4k2,Plcb1,Apbb2,1110038F14Rik,Kctd12b,Cdc42ep3,Irs2,Il7,Shc1,Lama3,Vps52,Birc3,Zfyve9,Zfp982,Tcf15,Inhbb,Grb10,Nsun4,Sh2d3c,Pitpnm2,Mau2,Anapc1,Ripply3,Dyrk1a,Exoc3l2,Magix,Calm1,Gm12002,Scgb3a1,Gm4258,Cstf3,Lrrc8c,Igf2r,Nrp1,Lcn2,Gga1,Dhx57,Pacsin3,Col18a1,Hmox1,Lca5l,Ptprb,Ptprr,Gm10501,Slco2a1,Fgl2,Sept2,Sipa1l2,Poglut2,Ankrd16,Pltp,Rgcc,Rtl8a,Dgkh,Kpna6,Grasp,Adgra2,Evpl,Fiz1,Cdh5,Sptbn2,Ube2g2,Hspg2,Luc7l2,Araf,Adcy4,Scarb1,Slc27a2,Ssu2,Tspear,Rdx,Slc45a3,Adgrl4,Rps6kb2,Vamp5,Dock2,Lsm10,C1qtnf9,Lmcd1,Kdm5d,Mr1,AU021092,Gpr4,Bag5,Napb,Notch4,Tmem255b,Rbp7,2900041M22Rik,Sox7,Cd93,Gata2,Sowahb,Zc3hav1,Gm49797,Clu,Ncoa3,Jag2,Gna12,Sox17,Ccdc85a
cycling GC / B cell,Tbc1d2b,Nacc2,Pan3,Ankrd6,Amy1,Gabbr1,Bmp8b,Stk3,Ak7,Capn11,Ager,2610206C17Rik,Pycard,2010320O07Rik,Spin1,Eif2d,Asb13,Gm3364,Fzd6,9430065F17Rik,Ptpn7,2010110E17Rik,Cbs,Nrtn,Gpatch8,Hnf1aos2,4930548J01Rik,Ipp,Pitpnc1,Ighj4,Evpl,Gm36888,Ap3d1,Naalad2,Stard3,Cr2,Ccdc39,B930094E09Rik,Rtkn2,Ulbp1,Pcdhgb1,Insyn1,Pcdhga4,Ddc,Patj,Ifrd1,Hist1h4c,Prkch,Dnajb13,Ighv1-52,Tle3,Emc6,Omp,Fbxo22,Hacd2,AC121792.1,F630028O10Rik,Repin1,Jaml,Acvr1,Nbn,Ttll13,Gstm6,Abcg4,Tprg,4933406I18Rik,Fkbp9,Gm49607,Ighv1-77,Ift74,Igkv10-94,Pmpcb,Ttc8,Rnf207,Igf2,M1ap,Gm15947,Col13a1,Aadac,Zfp326,Kctd5,Tnfrsf22,Tmem125,Olfr1383,Sit1,Pakap,BC026513,Shq1,Pik3r6,Prima1,Cdr1os,Naa38,1810044K17Rik,Aunip,Hoxc9,Tmcc1,Usp18,Sorcs3,Dkk2,Gm12888,Slc35f3,Pacs2,P2rx7,Esm1,Jag2,Mtln,Mex3d,Ggps1,Themis,Cenpn,Gm6787,Gm15895,Naxd,Decr2,Taf12,Rnft2,Tuba4a,4831440D22Rik,Tll1,Ddx52,Smpd5,Wdr34,AW146154,Zfp574,Cic,Rab4b,Zfp780b,Gm41584,Gm16014,Pdp2,Ippk,Bst1,4933430I17Rik,AY512931,Gm5129,Ssh1,Gbp2,Klhl33,Zc3h15,Bivm,1700102H20Rik,Mxd3,Btbd18,4933404O12Rik,Gm19391,Ccdc69,Nsun3,Ahcyl1,Mmp16,Zfp943,2900089D17Rik,Fnbp4,Pcdhb18,Pcdhga2,Arid3b,Art5,Ranbp9,Tcerg1,Tmem178b,AC241534.1,Ccdc81,D430019H16Rik,Znrf3,Glt28d2,Tnfrsf9,Olfr825,Cnbp,Ighj3,V1ra8,Eipr1,Platr4,Ralgds,Zfp629,Nt5c2,Usp7,Msl3,5730420D15Rik,Gm16556,Gm2822,Tnrc6c,Gm17058,Dnase2a,Cpt1b,Ppm1h,Nol11,Trim28,2700097O09Rik,Runx2os1,Gng8,Gm20512,Dpy19l3,Zfp383,Bcas3os1,Syngap1,Gm12758,Phf1,D930048N14Rik,Strn,Dthd1,Zfp354c,Ankrd40,Npw,Inka1,Phf2os1,Arhgap12,Adam12,Gm4356,Hoxd3,Fam120b,Ak5,Cd19,Kif12,2410004B18Rik,Tbc1d32,Nfatc2ip,Col25a1,Rgs9,Fndc7,Gm47423,Mdh1,Pura,Cdkn2a,Lrrc17,Ighv1-78,Ugt1a1,Gsap,Tmem251,Ddx21,D11Wsu47e,Cys1,Fry,Atxn3,Gngt1,Pign,Ppp1r9a,Gm43727,Tigit,Rps6ka5,Neil1,Fign,Trim25,Sema6a,Dmxl1,Etnk2,Zbtb25,Fam166a,Gm28417,Il15,Igkv13-85,Igkv5-43,Wrap73,4833438C02Rik,Exoc3l4,Pik3ip1,Gm37240,Egfl8,Gm44386,Igll1,Dapk3,2010204K13Rik,Cyp2c23,Lrrk1,Exosc8,Gm11131,Dexi,Washc5,Nsdhl,Rab34,Gm16279,Icam1,Ncoa4,Lmcd1,Ttll3,Vgll4,Gm15884,Brf1,Ifi213,Phf7,Gm47708,Sppl2b,Slc17a7,Borcs5,9230111E07Rik,Dnal1,Acoxl,Ube2g2,Ttyh1,Fiz1,Zfp658,Nrbp2,C5ar2,Tmem160,Araf,Bptf,Nptxr,Dcp1a,Nudt21,Napb,Osbpl8,Stoml1
