,0
0,NOC2L
1,KLHL17
2,HES4
3,ISG15
4,AGRN
5,TNFRSF18
6,TNFRSF4
7,MXRA8
8,VWA1
9,MIB2
10,CDK11A
11,TMEM52
12,PRKCZ
13,RP3-395M20.12
14,TNFRSF14
15,PRDM16
16,C1orf174
17,RPL22
18,GPR153
19,ACOT7
20,TNFRSF25
21,TNFRSF9
22,ERRFI1
23,RERE
24,ENO1
25,GPR157
26,SLC25A33
27,CTNNBIP1
28,RBP7
29,FBXO2
30,FBXO6
31,AGTRAP
32,MTHFR
33,TNFRSF1B
34,DHRS3
35,PDPN
36,PRDM2
37,EFHD2
38,NECAP2
39,ARHGEF10L
40,CAPZB
41,MICOS10
42,NBL1
43,PLA2G2D
44,CAMK2N1
45,CDA
46,KIF17
47,ALPL
48,HSPG2
49,C1QA
50,C1QC
51,C1QB
52,LUZP1
53,ID3
54,RPL11
55,FUCA1
56,PNRC2
57,SRSF10
58,IFNLR1
59,RCAN3
60,CLIC4
61,RUNX3
62,SYF2
63,TMEM50A
64,STMN1
65,TRIM63
66,SH3BGRL3
67,CD52
68,ZNF683
69,HMGN2
70,RPS6KA1
71,ZDHHC18
72,SFN
73,NUDC
74,TRNP1
75,FGR
76,IFI6
77,THEMIS2
78,RPA2
79,EYA3
80,PTAFR
81,EPB41
82,LAPTM5
83,FABP3
84,SERINC2
85,TINAGL1
86,KHDRBS1
87,KPNA6
88,TXLNA
89,EIF3I
90,LCK
91,MARCKSL1
92,ZBTB8OS
93,SYNC
94,GJA4
95,SFPQ
96,PSMB2
97,CLSPN
98,AGO1
99,AGO3
100,SH3D21
101,EVA1B
102,STK40
103,LSM10
104,CSF3R
105,ZC3H12A
106,CDCA8
107,MTF1
108,NDUFS5
109,MACF1
110,HPCAL4
111,TRIT1
112,MFSD2A
113,PPT1
114,RLF
115,COL9A2
116,SMAP2
117,CITED4
118,RIMKLA
119,PPIH
120,YBX1
121,SVBP
122,TIE1
123,CDC20
124,SZT2
125,ARTN
126,ARMH1
127,KIF2C
128,RPS8
129,PLK3
130,PRDX1
131,PIK3R3
132,MOB3C
133,BEND5
134,CDKN2C
135,PRPF38A
136,TUT4
137,LINC02812
138,TMEM59
139,PLPP3
140,TACSTD2
141,JUN
142,HOOK1
143,NFIA
144,PATJ
145,L1TD1
146,JAK1
147,LEPROT
148,PDE4B
149,SGIP1
150,IL23R
151,SERBP1
152,GADD45A
153,GNG12
154,DEPDC1
155,CTH
156,PTGER3
157,AK5
158,DNAJB4
159,GIPC2
160,RP11-386I14.4
161,IFI44L
162,IFI44
163,ADGRL4
164,LINC01781
165,ADGRL2
166,TTLL7
167,PRKACB
168,DNASE2B
169,MCOLN2
170,CCN1
171,COL24A1
172,SELENOF
173,LMO4
174,GBP1
175,GBP2
176,GBP4
177,GBP5
178,LRRC8D
179,ZNF326
180,CDC7
181,TGFBR3
182,EPHX4
183,EVI5
184,RPL5
185,BCAR3
186,GCLM
187,ARHGAP29
188,F3
189,CNN3
190,TLCD4
191,PTBP2
192,DPYD
193,PALMD
194,RP4-714D9.5
195,SASS6
196,TRMT13
197,CDC14A
198,VCAM1
199,S1PR1
200,NTNG1
201,VAV3
202,SARS1
203,SORT1
204,AMPD2
205,GSTM5
206,CSF1
207,AHCYL1
208,LAMTOR5
209,RP11-284N8.3
210,KCNA3
211,CD53
212,LRIF1
213,DRAM2
214,CHI3L2
215,C1orf162
216,ADORA3
217,CTTNBP2NL
218,CAPZA1
219,RHOC
220,SLC16A1-AS1
221,PTPN22
222,DCLRE1B
223,HIPK1
224,OLFML3
225,TRIM33
226,TSPAN2
227,NGF
228,CASQ2
229,ATP1A1
230,CD58
231,CD2
232,TTF2
233,TENT5C
234,WDR3
235,PHGDH
236,LINC02802
237,SRGAP2B
238,CH17-373J23.1
239,ITGA10
240,RBM8A
241,TXNIP
242,NOTCH2NLA
243,NBPF12
244,GJA5
245,NBPF14
246,PDE4DIP
247,CH17-189H20.1
248,NBPF19
249,FCGR1A
250,MTMR11
251,PLEKHO1
252,ANP32E
253,C1orf54
254,MCL1
255,GOLPH3L
256,CTSS
257,CTSK
258,CDC42SE1
259,MLLT11
260,RFX5
261,RFX5-AS1
262,RORC
263,S100A10
264,S100A11
265,TCHH
266,LORICRIN
267,S100A9
268,S100A12
269,S100A8
270,S100A6
271,S100A4
272,S100A2
273,S100A16
274,S100A14
275,S100A13
276,S100A1
277,CHTOP
278,ILF2
279,INTS3
280,GATAD2B
281,SLC39A1
282,RAB13
283,RPS27
284,TPM3
285,HAX1
286,UBE2Q1
287,ADAR
288,KCNN3
289,PBXIP1
290,PYGO2
291,SHC1
292,CKS1B
293,ZBTB7B
294,EFNA1
295,DPM3
296,ASH1L
297,RIT1
298,SSR2
299,LMNA
300,PAQR6
301,CCT3
302,NAXE
303,CRABP2
304,ISG20L2
305,MRPL24
306,SH2D2A
307,ETV3
308,FCRL5
309,FCRL2
310,RP11-404O13.5
311,CD1C
312,CD1B
313,CD1E
314,MNDA
315,PYHIN1
316,IFI16
317,AIM2
318,ACKR1
319,FCER1A
320,TAGLN2
321,SLAMF9
322,PEA15
323,CD84
324,SLAMF1
325,CD48
326,SLAMF7
327,LY9
328,CD244
329,F11R
330,TSTD1
331,ARHGAP30
332,PFDN2
333,ADAMTS4
334,NDUFS2
335,FCER1G
336,FCGR2A
337,HSPA6
338,FCGR3A
339,FCGR3B
340,FCGR2B
341,FCRLA
342,DUSP12
343,ATF6
344,SH2D1B
345,UAP1
346,DDR2
347,HSD17B7
348,NUF2
349,MGST3
350,TMCO1
351,ILDR2
352,CD247
353,CREG1
354,RCSD1
355,MPZL1
356,XCL2
357,XCL1
358,DPT
359,ATP1B1
360,SLC19A2
361,F5
362,SELP
363,SELL
364,SELE
365,KIFAP3
366,PRRX1
367,PRRC2C
368,TNFSF4
369,PRDX6
370,CACYBP
371,PAPPA2
372,RALGPS2
373,TOR3A
374,ABL2
375,SOAT1
376,TOR1AIP2
377,TOR1AIP1
378,GLUL
379,RGS16
380,NPL
381,LAMC1
382,LAMC2
383,NCF2
384,ARPC5
385,RGL1
386,C1orf21
387,EDEM3
388,NIBAN1
389,IVNS1ABP
390,TPR
391,PTGS2
392,RGS18
393,RGS1
394,RGS13
395,RGS2
396,CFH
397,ASPM
398,DENND1B
399,PTPRC
400,MIR181A1HG
401,KIF14
402,KIF21B
403,TNNT2
404,LAD1
405,CSRP1
406,NAV1
407,ELF3
408,PTPN7
409,CHI3L1
