,0
0,HES4
1,ISG15
2,AGRN
3,RNF223
4,TNFRSF18
5,TNFRSF4
6,MXRA8
7,VWA1
8,RP5-832C2.5
9,FNDC10
10,MIB2
11,CDK11B
12,CDK11A
13,RP3-395M20.12
14,PRDM16
15,C1orf174
16,KCNAB2
17,RPL22
18,ACOT7
19,TNFRSF25
20,CAMTA1
21,TNFRSF9
22,PARK7
23,ERRFI1
24,RERE
25,ENO1
26,GPR157
27,SLC25A33
28,PIK3CD
29,CTNNBIP1
30,RBP7
31,KIF1B
32,FBXO2
33,FBXO6
34,KIAA2013
35,TNFRSF1B
36,DHRS3
37,PDPN
38,PRDM2
39,EFHD2
40,IGSF21
41,CAPZB
42,MICOS10
43,NBL1
44,PLA2G2D
45,CAMK2N1
46,CDA
47,DDOST
48,KIF17
49,HP1BP3
50,ALPL
51,CDC42
52,C1QA
53,C1QC
54,C1QB
55,LUZP1
56,HNRNPR
57,ID3
58,RPL11
59,PITHD1
60,GALE
61,FUCA1
62,PNRC2
63,IFNLR1
64,RCAN3
65,SRRM1
66,CLIC4
67,RUNX3
68,SYF2
69,TMEM50A
70,STMN1
71,TRIM63
72,SH3BGRL3
73,CD52
74,ZNF683
75,HMGN2
76,RPS6KA1
77,ZDHHC18
78,SFN
79,NUDC
80,FCN3
81,WASF2
82,FGR
83,IFI6
84,THEMIS2
85,PTAFR
86,ATP5IF1
87,PHACTR4
88,EPB41
89,LAPTM5
90,PUM1
91,FABP3
92,SERINC2
93,TINAGL1
94,PTP4A2
95,KPNA6
96,EIF3I
97,LCK
98,HDAC1
99,MARCKSL1
100,ZBTB8OS
101,SYNC
102,RNF19B
103,GJA4
104,SFPQ
105,PSMB2
106,CLSPN
107,SH3D21
108,EVA1B
109,CSF3R
110,ZC3H12A
111,CDCA8
112,INPP5B
113,NDUFS5
114,MACF1
115,HPCAL4
116,MFSD2A
117,COL9A2
118,SMAP2
119,RIMS3
120,CITED4
121,RIMKLA
122,YBX1
123,SVBP
124,SLC2A1
125,TIE1
126,CDC20
127,ARTN
128,ATP6V0B
129,ARMH1
130,KIF2C
131,RPS8
132,PTCH2
133,PRDX1
134,PIK3R3
135,TSPAN1
136,UQCRH
137,EFCAB14
138,CDKN2C
139,BTF3L4
140,LINC02812
141,TMEM59
142,PLPP3
143,TACSTD2
144,JUN
145,HOOK1
146,NFIA
147,PATJ
148,AK4
149,LEPROT
150,LEPR
151,PDE4B
152,SGIP1
153,IL23R
154,SERBP1
155,GADD45A
156,GNG12
157,DEPDC1
158,SRSF11
159,CTH
160,PTGER3
161,ST6GALNAC5
162,AK5
163,DNAJB4
164,GIPC2
165,RP11-386I14.4
166,IFI44L
167,IFI44
168,ADGRL4
169,LINC01781
170,ADGRL2
171,TTLL7
172,PRKACB
173,DNASE2B
174,GNG5
175,LPAR3
176,MCOLN2
177,CCN1
178,COL24A1
179,LMO4
180,GBP1
181,GBP2
182,GBP4
183,GBP5
184,ZNF326
185,TGFBR3
186,RPL5
187,BCAR3
188,ARHGAP29
189,CNN3
190,TLCD4
191,PLPPR4
192,PALMD
193,SASS6
194,CDC14A
195,S1PR1
196,NTNG1
197,VAV3
198,FAM102B
199,SORT1
200,AMPD2
201,GSTM5
202,GSTM3
203,CSF1
204,RP11-284N8.3
205,KCNA3
206,CD53
207,LRIF1
208,CHI3L2
209,WDR77
210,C1orf162
211,ADORA3
212,CTTNBP2NL
213,CAPZA1
214,RHOC
215,PTPN22
216,DCLRE1B
217,HIPK1
218,OLFML3
219,TSPAN2
220,NGF
221,CASQ2
222,ATP1A1
223,CD58
224,CD2
225,TTF2
226,TENT5C
227,WDR3
228,NOTCH2
229,FCGR1B
230,SRGAP2B
231,CH17-373J23.1
232,ITGA10
233,TXNIP
234,NOTCH2NLA
235,GJA5
236,NBPF14
237,PDE4DIP
238,CH17-189H20.1
239,NBPF19
240,FCGR1A
241,MTMR11
242,PLEKHO1
243,C1orf54
244,MCL1
245,ENSA
246,CTSS
247,CTSK
248,CDC42SE1
249,MLLT11
250,RFX5-AS1
251,SELENBP1
252,RORC
253,S100A10
254,S100A11
255,TCHH
256,LORICRIN
257,S100A9
258,S100A12
259,S100A8
260,S100A6
261,S100A4
262,S100A2
263,S100A16
264,S100A14
265,S100A13
266,S100A1
267,DENND4B
268,RAB13
269,RPS27
270,TPM3
271,HAX1
272,IL6R
273,ADAR
274,RP11-307C12.12
275,SHC1
276,CKS1B
277,ZBTB7B
278,EFNA1
279,SLC50A1
280,DPM3
281,MUC1
282,ASH1L
283,DAP3
284,SSR2
285,RAB25
286,LMNA
287,PAQR6
288,CCT3
289,CRABP2
290,SH2D2A
291,ETV3
292,FCRL5
293,FCRL3
294,FCRL2
295,CD1D
296,CD1A
297,CD1C
298,CD1B
299,CD1E
300,MNDA
301,PYHIN1
302,IFI16
303,AIM2
304,CADM3
305,ACKR1
306,FCER1A
307,TAGLN2
308,SLAMF9
309,PEA15
310,DCAF8
311,SLAMF6
312,CD84
313,SLAMF1
314,CD48
315,SLAMF7
316,LY9
317,CD244
318,F11R
319,TSTD1
320,USF1
321,ARHGAP30
322,PFDN2
323,ADAMTS4
324,NDUFS2
325,FCER1G
326,SDHC
327,FCGR2A
328,HSPA6
329,FCGR3A
330,FCGR3B
331,FCGR2B
