,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
B cell,Gm19522,Sell,Ltbp1,Wdfy3,Olfml2b,Igkv4-57-1,Egln3,Tle2,Dnajb5,Meox2,Nbdy,Polr3gl,Trip6,Ptgs1,Tnfaip8l1,Bfsp2,E230032D23Rik,Pla2g2e,Nsun6,Il7r,Gm46378,Thbs4,Rubcnl,Apbb3,B4gat1,Arfgap2,Tstd1,Fn3k,Kif5a,Castor1,Bbs12,Dpp9,Meis1,Mterf1a,Gm10790,Spaca9,Col9a3,H2-Oa,Crem,Pkig,A530040E14Rik,Zbtb24,Isl1,Stxbp5,Brf1,Hspb1,Layn,Myc,Arhgef12,Gm11772,Sorl1,Tmem236,2610301B20Rik,Ptpn6,Zfp646,Poll,Ankmy2,Kcnn4,Unc13b,Tesk1,Rab3b,Gm31084,Wdr19,Fancm,Gm16118,Zfp689,Rgl1,Tnfrsf25,Tec,Tstd3,Ddx60,Endou,Clcn7,Cspp1,Actr6,Inpp5j,Pten,Prim2,Tspan32,R3hcc1l,Ttl,Cbll1,Sh2b3,Cd82,Cyp27a1,Sesn1,Nynrin,Parvb,Gm44777,S100pbp,Gm12905,Rbpms,Ccdc171,Pcdhb22,Extl3,Gm26881,Fam214b,Pls3,Iglc3,Pif1,Rap2c,Stk17b,Tubb2a,Setx,Foxc1,Trbc2,Igf2r,5730455P16Rik,1700108N11Rik,Trim44,Rhof,Rtkn,Pitpnm2,Oasl2,Mars2,Selplg,Ephb4,Fam20c,Iqce,2900089D17Rik,Ifi209,Ifi213,Ifi214,Tbc1d22b,Fgfr1op,Slamf6,Mest,Vps26c,Dnah8,H2-DMb2,Capg,H2-Ob,Dysf,Tpra1,H2-Eb1,Creld1,H2-Eb2,Tmcc1,Kdm5a,Ltb,Lag3,Cd27,Yeats2,Fcrla,Gm15987,Iglc2,Hlx,Slc25a12,2010309G21Rik,Apold1,Zfp580,Dexi,Zfp296,Zfp108,Cep135,Cd79a,Pou2f2,Erf,Gpr174,Akt2,Gm38190,Cd22,Nfkbie,Sh3bp2,Tmbim1,Siglecg,Spib,Napsa,Cd37,Pim3,Vwa1,Isg20,Tnfrsf13c,Spsb1,Scnn1b,Il21r,4930523C07Rik,Sbk1,Lat,Cd19,Zc3h3,Sept1,Clcn6,Strn,Vkorc1,Inpp5a,Cdc42ep3,Ints7,Map3k8,Fcer2a,Oxr1,Efnb2,Myo16,Ccdc30,Smim19,Cr2,Dlc1,Ercc3,Bend5,March1,Yjefn3,Gpr18,Elmod2,Pde4b,D230025D16Rik,Bmpr2,Gng10,Fendrr,Pax5,Zfp276,Pcdhga11,Ppp1r12b,Blk,Icam1,Atp8a2,Zmym5,Fli1,Pdp1,Arhgef6,Odf2l,Cxcr5,Ttc12,Gbp2,Ndrg2,Mttp,Elk4,Tmem260,Fcmr,Spopl,Slc25a36,Cd55,Bank1,Samd8,Dync1li1,Kctd6,Tmem163,Gm31243,Fgf10,Arsj,Csf1,Strip1,Chst3,D130062J10Rik,Vpreb3,Pold4,Grk2,Phgdh,1500009L16Rik,Gas2l3,Camsap1,Nedd1,Ppp1r12a,Ccdc88b,Rnf41,Ms4a1,Ms4a4c,Gkap1,Ddc,BE692007,Syk,Ebf1,Trim7,Col23a1,Cd83,Nlgn1,Zbtb10,Arl4c,Pdcd1lg2,Ripor2,Myo18a,Rab11fip4,Ppp1r16b,Gli3,Hoxb3,Ptprn2,Phf20,Ighv1-76,Creb1,Ccr7,Itga2b,Ighm,Ighd,Cd79b,Cep112,Sox12,4930402H24Rik,Scd1,Itsn2,Dusp2,Rnf144a,Stxbp1,Pikfyve,Mfap1b,Agmo,Gm19951,Gm15902,Abtb2,Accs,Slc39a13,Gm13625
Lgr5+ cycling stem,Guca2b,Zfp174,Nav1,Prkch,Mid1ip1,Fgf12,Tuba1b,Trim56,Cmpk1,Gabre,Crem,Syt2,Mob3a,Prmt1,Kif11,Hmcn1,Ezh2,Trit1,Cela1,Trib3,Trip4,Serpinb6a,Ermp1,Stap1,Lamb3,Fermt3,Asah2,Tnfrsf9,Arid5b,Glis2,Ptges,AI987944,Zfp788,Fktn,Olfm1,Aldob,Hook1,Tesk1,Anapc10,Rtn4,Hotairm1,Myb,Fry,Gmnn,Spats2l,Impdh2,Stat3,Acox1,Hist1h1e,Elovl5,Cdo1,Npy1r,1810026B05Rik,Nsmf,Sin3a,Pwp2,Fos,Ypel5,Mis18bp1,Ssbp2,Agtpbp1,Rmnd5b,Fzd4,Rwdd2a,Spin4,Znfx1,Btbd7,Hsf4,B3galnt2,Mageh1,Kantr,Cbx6,Man1c1,Cbr1,Pigm,Ets2,Cmtm3,Psmb8,Trim12a,Bnip2,Trim30a,Mlph,Bcl2l15,Relb,Ttf2,Pcdhgc4,Hsd3b2,Scly,Zfp770,Angptl4,Ift80,Zbtb3,Arl6ip1,Grk3,Armc8,Anp32e,Gabarapl1,Runx1t1,Pls3,Srm,Grina,St3gal1,Cyc1,Ing5,Apol10a,Camk2n1,Zfp109,Noxa1,Gsdmc4,Gsdmc2,Atg16l1,Dapk2,Sfn,Ptprr,Pclaf,Anxa13,Hmgb3,Arhgap35,Tex9,Spc25,Me2,Vmn1r88,Zfp551,Agr2,Peg3,S100pbp,Mtmr12,Tyms,Tmem54,Npas3,Tk1,Clspn,Tspan8,Tm4sf20,Foxj3,Cd38,Tuba1c,Prom1,Mgst1,Ncapg,Capns1,Csrp2,Tmx3,Bora,Clip3,Paqr5,Kif23,Zfp975,Klhl6,Fut9,Tbc1d19,Wdr44,Ppp2r5b,Tnni1,Top2a,Incenp,Fam162a,Susd6,Tnfrsf10b,Pkib,Ccnd2,Prc1,Esco2,Pbk,Ncapd2,Aspm,Clca4a,Clca3b,Otc,Cdadc1,Idh1,Hoxb7,Cip2a,Slc4a4,Tmem45a,Scarb2,Sytl2,Xylt2,Gm43305,Fabp2,Cuedc1,Apex1,Cnn3,Ptbp2,A330084C13Rik,Eogt,Runx1,Vps26a,Grk2,Atp1b1,Ckb,Txnip,Btg1,Gsto1,Nthl1,Slc43a2,Cit,Sgo2a,Plk1,Fbxo5,Cdk1,H2afx,Fam102a,1700003I22Rik,Nolc1,Tesc,1500009L16Rik,Hirip3,Dcp1a,Arhgef3,Cks1b,Cldn2,Hsd11b2,A430057M04Rik,Dctpp1,Dnah8,Dmbt1,Abl1,Hspe1,Bub3,Tstd1,Reg3g,Stx2,Reg3b,St3gal5,Prap1,Sct,Akr1c19,Eps8l2,Itga1,Aurkb,Neu1,Ect2,Ubtd1,Fnbp1,Car1,Kif2a,Mcm7,Kif15,Gtpbp2,Taf6,Tm9sf3,Cables2,Ccnb1,Mafk,Aurka,Zbed3,Pttg1ip,Tmem189,Slc9a2,Higd1a,Stat2,Ube2c,Cyfip2,Myl12b,Atp6v1b2,Mgat4a,Hist1h2ap,Patl1,Fam220a-1,Rhoa,Eif2s2,Txlng,Hist1h3c,S100g,Prkce,Kif20b,Lefty1,Haus8,Plaat3,Tpx2,Hepacam2,Aqp4,Bcl11a,Tnfaip8,Cped1,Papss2,2810013P06Rik,Cdkn2d,Smarcc2,Grb10,Gfra3,Il15,Map4,Cystm1,Cenpf,Prpf4b,Eif4ebp3,AA467197,Tmem252,Wdr76,Cdan1,Nusap1,Rgs14,Mcc,Gda,Selenom,Mettl7b,Cep295,Dph6
Lgr5+ stem,Gsta4,Arl5c,Gm43305,Cdh11,Il1rap,Marcksl1,Cd14,Slc29a3,Rasl10a,Bcar1,Anxa4,Klf3,Krit1,Zdhhc20,Tbc1d10a,Anp32b,Hmgb3,Plekhn1,Hoxa7,Smpd2,Ccn1,Bub3,Pot1b,Kif21b,Gm50240,Cables1,Rnase1,Tyms,Ung,Dnajc10,Ifnar1,Fam117a,Mepce,Hmox1,Ube2l6,Pvr,Esyt1,Mettl4,Cbfa2t3,Gm49708,Prxl2b,Cyba,Taf1d,Pik3cd,Sgo2a,Slc44a2,Rab3d,Hsd17b2,Stag2,Anln,C1galt1c1,Znrf1,Cep97,Tirap,Pla2g2f,Phldb1,Hspd1,Cystm1,Ctcf,Hsd11b2,Cbfb,Nxpe4,Nxpe2,Cbr1,Gale,Stmn1,Ints14,Tinagl1,Ccnb2,Cacna2d1,Lancl3,Slc12a8,Hmgn1,Tmem54,Ddx39,D830024N08Rik,Hmgn3,Tmed3,Tfe3,Rlf,Guca2b,Nacc2,Trabd2b,Impdh2,Insig1,Fgf12,Pcsk9,Idh1,Kif15,Slc35f6,Tulp4,Vps8,Fbxo5,Rgs17,Gtf3c4,Set,Hnrnpa1,Tlr3,Fosl2,Mical1,Tet1,Aldh1b1,Cdk1,Tuba1c,Nrg1,Tmem263,Plpbp,Syn3,Flywch1,Nenf,Vdr,Scd2,Reep5,Ccnf,Epb41l4aos,Fgfbp1,Bach2,Fut9,Acss3,Csrp2,Msn,Zfc3h1,Rassf3,Fam92a,Ifitm3,Stard8,Ifitm2,Cdk4,Tbc1d1,Coq10a,Selenom,Tgs1,Smim14,Rprm,Gipc2,Rhoh,Clca4a,Dmbt1,Pycard,Npm1,Clca3b,Adh1,Kdelr3,Kif22,Plce1,Bdh2,Ypel3,Sqstm1,Kit,Hnrnph1,Rbbp6,Plk1,Kif11,Spdef,Dock10,Zfp251,Acsm3,Tm4sf20,Anks1,Akap10,Itga6,Trpv2,2410006H16Rik,Cdca7,Il18bp,Ndrg1,Rangrf,Aurkb,Phf20l1,Amigo1,Cldn7,Tff3,Gsdmc4,Mybbp1a,Kcne3,Nox1,Antxr2,Ctns,Aspa,Srr,Rpa1,Prc1,Rccd1,Proca1,Gsdmc2,Ccl6,Wfdc18,Gm42939,Myc,Cuedc1,Zfp697,Phgdh,Hnrnpu,Qsox1,Ankrd46,Ncl,Slc12a2,Top2a,Krt19,Atp6v0a1,Cpq,Psmb9,S100a11,S100a13,Tmsb15b2,Psmb8,Arl8a,Capns1,Trio,Tnrc6c,Tk1,Rnf213,Pomc,Cd74,Cyb5r1,Blvrb,H2-Ab1,Tspan13,Pdgfrb,H2-Eb1,Ramp1,Cd177,Aqp4,Incenp,Gpx2,Fosb,2310015A10Rik,Pglyrp1,Maged2,Snhg1,Ran,Bora,Ifi27l2b,Wars,1110038B12Rik,Kcnj8,Hsp90aa1,Mgst1,Il7,Pygm,Epsti1,Bok,Atg2a,Bcl2l14,Nbdy,Aurka,Tubb5,Prdx4,Itm2b,Zfas1,A930015D03Rik,Hist1h2ap,Gm37529,Fbxl18,Dpysl2,Hist1h1c,Hist1h3c,Sox4,Snrpd1,Ube2c,Esco2,Sdc4,Dsp,Hepacam2,Colec12,Txndc5,Gpr27,C1galt1,Edn1,Chd6,Dtnbp1,Cftr,Trp53inp2,Ing3,Il17d,Lgr4,Ptprcap,Napb,Dph6,Reg3g,Rpgrip1,Reg3b,Cdc25b,Exoc5,Myl12a,Nusap1,Plpp1,Nop56,Vopp1,Cdkn3,Shld2,Pde1c,Sppl2a,Adnp2,Hoxa2,Rmdn2,Duoxa2,Tcaf1,Selenok,Plekhm3
T cell,Ms4a4c,Map3k12,Trib3,Birc2,Snta1,Klhl13,Spag9,Unc93b1,Ctcf,Sptbn1,Grk2,Gm28112,Colec12,Zbtb34,Camk1,Parp12,Inpp5a,Filip1,Mief2,Dgki,Gm43728,Lipo3,Hecw2,Zfp974,Ccnl1,Dok2,Senp3,Zeb1,Itgav,1700094D03Rik,Cd38,Il2rb,Cdkn1c,Gm15401,Hist1h3d,Ube2o,Fabp3,Nap1l5,Saraf,Hectd2,Fkbp9,Snx11,Cd226,Traf1,Tmem184b,Csnk1e,Parp4,Spock2,Map3k2,Cd300lf,Lrrc61,Map3k3,Zscan26,Enkur,Lrsam1,Icmt,Trim37,Stom,Clec5a,Pmaip1,Smpx,Oip5os1,Trim24,Iffo1,Hdgfl3,Tex2,Bank1,Mef2c,Lef1,Arrdc3,Ccdc88c,Abca1,Tcirg1,Il17rb,Rnf152,Bptf,Rmdn2,BE692007,Ing3,Klre1,Phf1,Spag1,Rxra,Pdk4,Cdr2l,Kcng2,Zfp790,1500009L16Rik,Pex1,Nabp1,Comp,Ppt2,2810002D19Rik,Atat1,Slc10a6,Rbbp9,Icos,Il1rl1,Vamp2,Zfp626,Tmem175,Herc1,2610035D17Rik,Cfap97,Eya4,B930036N10Rik,Gpr137c,Tgfbr3,Inhbb,Shc4,Slc4a8,Lyst,Nbeal1,Magi2,9330160F10Rik,Sbk1,Cd7,Lat,Stk24,Syt17,Casc3,Ly96,Fyb,Il7r,Tnfsf11,Sept1,Tpp1,P2ry2,Esyt2,Pgm2l1,Tcrg-C1,Cst7,Dnajc18,Arrb1,Xlr4c,Xlr4b,Tcrg-C4,Bag3,Rtl5,Xlr4a,Bcl2,Sh2d2a,Wdr73,Igf1r,Aldh1a3,Phf6,Nexmif,Prmt1,Kcnn3,Fbxw2,Cd151,Il6ra,Tespa1,Mnt,Napsa,Shank1,Dennd4b,Lars2,Ncbp3,H1f0,Lcp2,Cacna2d1,Tslp,Cd247,Slfn8,Nkg7,Cxcr6,Lck,Mink1,Anp32e,Hcst,Nudt17,Cd160,Ccl5,Inf2,Plat,Parvg,Lrrk2,Tecpr2,Pim2,Rora,Plscr3,Tnfaip6,Stat4,Slc35f6,Pnmal2,Rpusd2,Ptgir,L3mbtl3,Dhx34,Atrnl1,Urgcp,Fam160b1,Ablim1,D130040H23Rik,Evl,Nsd2,Mgrn1,P2rx6,Sufu,Klrk1,Rnf41,Phospho2,Ifi208,Large1,Sh3pxd2b,Ank2,Ccnt2,Nab2,Cd27,Il1rap,Gbp5,Zfp9,Itk,Cables1,Isy1,Skap1,Cd96,Trat1,Cd8a,B230334C09Rik,Gprin3,Erg,Gimap3,Pxk,Zap70,Gimap4,Phf2,Gimap9,Pofut2,Sytl3,Emb,Rasgrp1,Plekhh2,Zfhx3,Dyrk3,Casp2,Rfx3,9430091E24Rik,Ecm2,Trbc2,Smarca2,Kif2a,Nfatc2,Trim23,Trbc1,Cbwd1,Itch,Gm29358,B4galt5,Fam219a,Spaca6,Fam214b,Rps6ka3,2810021J22Rik,Mr1,Cd3e,Cd3d,Cd3g,Plxna4os1,Clcn7,Errfi1,Cacna1h,Nr4a3,Ms4a4b,Ccdc69,Txk,Col27a1,5930430L01Rik,Pde9a,Egln3,Pglyrp2,Fam20c,Zbtb22,Tomm34,Id2,Xcl1,Tmem100,Gpsm3,Vps37b,Il2ra,AI480526,Ppp4r1,Prkcq,Lmo2,Il4,Mad2l1bp,Pja2,Hlf,Selplg,Grk3,Klhl8,Evi5,Ctsw,Sla2,Zfp354a,Thy1,Gata3,Socs2,Fam117b
TA,Samhd1,Rfx7,Adgrg1,Phldb3,Kat6b,Sun2,Crlf3,Hdlbp,Acyp2,Cebpg,B4galnt1,Reg3b,Ubr3,Emc9,A730061H03Rik,Pcdhga5,Dot1l,Rhog,Tgfb1i1,Prr16,Txndc16,Mapk8,5430416N02Rik,Vamp2,C1qbp,Lgals2,Negr1,Cd28,Lilr4b,Ehf,Tmem184c,Cuedc1,Eps15l1,Taf1a,Uvrag,Xxylt1,Grb2,Slc12a7,Ets2,Glcci1,B3galt5,Tnni1,Fnip2,Chrdl2,Chm,Nceh1,Kcne3,Gm48357,Akr1b8,Cgnl1,Exd2,Gsdmc3,Ubtd1,Emp2,Sqor,Cst3,Zfp839,Insyn2a,Tmem35a,Sept1,Adora1,Nat8f3,Arid3b,B930036N10Rik,Ly6a,St3gal5,Nap1l3,Il1rn,H2-Aa,Tor1b,Pigr,Inka1,Nckipsd,Limd1,N4bp2l1,Tceal8,Tspyl4,Mettl24,Sept7,Itm2a,Git2,Gamt,1500009L16Rik,Cables1,Fkbp7,Cdh1,Selenom,Ehbp1,Pik3r3,Aplp1,Ces1f,Kdm6a,Sh3bp5,Mpp1,Rflnb,St7l,Hao2,Gm11613,Haus8,Pik3r1,Txnip,Lmbr1l,Prkar1a,S100a4,Zfp85,Fancc,Col20a1,Nfatc2,Atf7,Rnf24,Sgpp1,Plat,Cd81,Jarid2,Mboat1,Akr1c13,Fez2,Nfkb2,Pycard,Top3b,Dmbt1,Sult1a1,Arhgap17,Ifitm3,Acsm3,Irs2,St5,Slamf8,Tcim,Folr1,Itpkb,Gm2366,Gm10602,Gm15991,Gdf15,Tenm4,Kmt2d,Selenos,Ap1m1,Sidt1,Gm5485,Cpne8,C730034F03Rik,Ift57,Zfp790,Mt1,Gm44699,Eid2,Nqo1,Cdh13,Atp7a,Wfdc1,Cwf19l2,Dyrk1b,Sertad4,Mir99ahg,Slc36a4,Zfp26,Cldn8,Ceacam10,Cd177,Pvr,Agpat4,Ldhb,Mgst1,Dcp1b,Cyc1,Arhgap20,Scaper,Csgalnact2,Alms1,Gm15401,Ly6e,Pim1,Paqr5,Nox1,Herc6,Aqp1,H2-K1,H2-DMa,Psmb8,H2-Ab1,H2-Eb1,6530409C15Rik,Cftr,Gsta4,H2-D1,H2-Q6,H2-Q7,Impdh2,Tmem106b,Cmtm7,Trio,Ctdspl,1700028E10Rik,Bex4,Cdx2,Esr1,Rgs17,Zbtb34,Mep1a,Tecpr1,Sult1c2,P2rx4,Gopc,Pcdh17,Sirt1,Acads,Bmp3,Sult1d1,Ugt2b5,Ugt2b36,Commd8,Zfp36l2,Ckap4,Nt5dc3,Kitl,Impact,Acss3,Csrp2,Mxra8,Cpm,Pspc1,Atad3aos,Espn,Irf9,Epb41l4aos,Dnajc18,Tm4sf20,Hbegf,Rnf186,Rnf19b,Eml6,Pggt1b,Slc12a2,Chsy3,2610528A11Rik,Tspan7,Otc,Ndst1,Cd74,Pmp22,Aldob,Il17rb,Arfgap2,Fgf11,Zfp532,Ikzf2,Adk,Zfp292,Hs2st1,Mybbp1a,Pitx2,Tcp11l1,Rcn1,Fabp2,Pde5a,Msi2,Hipk1,Mmd,Hoxb9,Hoxb6,Hsd3b3,Krt19,Hmgcs2,Hspe1,Polk,2700081O15Rik,Thbs1,S100a13,Fam111a,Aldh1a1,Aadac,Adcy3,Car2,Wfdc2,Cbll1,Snx13,Wdr76,Sdc4,Cplx2,B2m,Duox2,AA467197,Cnnm3,Avpi1,Lmbrd1,Edn1,Slf2,Ifi27l2b,Bcl11b,Slc25a29,Pi15,Poll,Pxdc1,Serpinb6a,Slc23a2,Rassf2,Akr1c19,1810019N24Rik
blood vasc.,Cldn10,Thbs4,Cenpk,Zc3h3,Prr3,Ptprj,Gm44777,A930004D18Rik,Sphk1,Ube2o,Trmt9b,D630033O11Rik,Itm2a,Chd2,Mllt11,Ccm2l,Zfp36,Vegfa,Slfn3,Msrb3,Pcdhgb1,Podxl,Commd8,Kdr,Satb1,Pakap-1,Ltbp3,Bace1,Clstn1,Ppp1r12b,Map1b,Kcnb1,Irf4,Gm21188,Cd200,Ptprg,Apbb2,Pik3r6,Arl8a,Ttll7,Tjp1,Magix,Dph6,Emsy,Myo7a,Serinc5,Zfp560,Zmat3,Birc2,Cep162,Grip2,Metrn,Twnk,Adamts7,Cercam,Dand5,Prkd2,Ift122,2210408I21Rik,Adam15,Gpr157,S1pr1,Abcc3,Cib2,Atp11a,Gm32688,Atp2b1,Sh3kbp1,Kitl,Tmem64,Zfp362,Gm26621,Ifi27,Cpe,Gm26571,Dysf,Dip2c,Mob1a,Zadh2,Lyve1,Pgghg,Selenon,Cxcl12,Gse1,Syngap1,Ifi213,Mecp2,Gpr182,Gm16192,4930412C18Rik,Ccp110,Ccnt2,Zfand5,Tnfrsf9,Mcc,Rnf125,Robo4,Dnajb4,C1qtnf1,Lcn2,Arl4d,Nsg1,Gm44699,Ptgfr,Simc1,Sdc3,Bdkrb2,Rasa4,Fxyd1,Rasip1,Cenpw,Tsc1,Arrb2,Phf2,Jag1,Ddx3y,Ikzf5,Nt5e,Ptprr,Spin4,Scrn1,Eif2s3y,Sema3g,Adgrg3,Ncf4,Rnd3,Dync2li1,Zfhx3,Fabp5,Scgb3a1,Pdzd8,Tnc,Sat1,Msx1,Rgcc,Kdm4a,Phf3,Abi2,Prrx2,Zfp979,Tdrp,Cyp26b1,Zfp677,Gucy1b1,Prkd1,Itgb7,Kat6a,Ctnnd2,Gdpd5,Fgd5,Tcim,Zfp770,Fam13c,Rybp,Ssu2,Plppr2,2810468N07Rik,Il1rn,Cwc27,Atxn7l1,Nxf1,Maged2,Ncoa5,Plag1,Wnt5b,Arhgap24,Odf2l,Daglb,P2ry12,Jcad,Alox12,Tspan12,Dmxl2,Tcf15,Zfp423,Plxna4,Ankrd33b,Mprip,Tmem140,Herpud1,Fam167b,Zfp212,Bcam,Ripply3,Epas1,Xpo6,Syt15,Clec1a,Elmod3,Rapgef4,Stab1,Man1c1,Pitpnm2,Zfhx4,Rnf166,Mettl8,Sgcb,Zcchc7,Pcdhb22,Ctso,Cd72,Adgrv1,Adcy4,Adgrf5,Mtmr9,Spopl,Washc2,Ppp1r9b,March3,Zfp248,Gpm6a,Speg,Vegfc,C1qtnf9,Angptl4,Serinc1,Zdhhc2,Nectin1,Apobec1,Mfsd7a,Rsad2,E530011L22Rik,Purg,Trmo,Col13a1,Atxn7l3,Des,Rasgrp3,Zcchc18,Tceal1,Gm43813,Hcar1,Rbp7,Scarb1,Rflnb,4933404O12Rik,Flt1,Tmem88,Evpl,Arhgef15,9530068E07Rik,Cep350,Ccdc85a,Kctd12b,Gm12002,Cyyr1,Ramp3,Jam2,Sdccag8,Ptprb,Spaar,Gata2,Mgll,Utp15,Zfp366,Gria3,Plk2,Esm1,Adgrl4,Myct1,Gng2,Emcn,Cldn5,Exoc3l2,Zfp84,Plscr2,Fign,AU021092,Vangl1,Pde1a,Aplnr,Esam,Thrsp,Gm20467,Scube1,Stc1,Nrp1,Vps9d1,Ehd4,Clec14a,Ttbk2,Pdgfb,Hsdl1,Sun2,Itpripl2,Mosmo,P2ry1,Cdh5,Plcb1,Ccdc88b,Ly6c1,Ly6a,Cd93,Asap1,Cbfa2t2,Plvap,Fabp4,Cd36,Patl1,Sox17
cycling GC / B cell,D430019H16Rik,Mef2b,Nfatc4,2810468N07Rik,Fam89a,Tecpr1,Gda,Magee1,Pxdn,Foxc1,Ate1,Xbp1,Hmmr,Cnot8,Hsp90b1,Eaf2,Catip,Mturn,Vps37a,C2cd2,Gm47664,Hoxa11,Iqce,Skap2,Fli1,Uap1,4932438A13Rik,Wwp1,Macf1,Rab20,Gpr65,Zcchc18,Il12a,H2-Eb2,Kank2,Otub2,Tgm1,Knl1,Casp8ap2,Iglc1,Trim39,Cysltr1,Taf9b,Gm35290,Cables1,Mafg,Zbtb44,Nim1k,Nme5,Kbtbd2,AW011738,Slamf7,Bmt2,3300005D01Rik,Prdm2,Tia1,Rnf19a,Katnal1,Rgs19,Rasl11a,Med12,Dcdc2b,Crppa,Fendrr,Secisbp2l,Cdc20,Sdccag8,Atmin,Poglut1,Mtap,Pomc,Wscd1,Cd70,Pakap,Emsy,Zfp189,Gm49733,Ube2j1,Slc35e4,Bhlhe41,Slc39a1,Dennd5b,Gm11946,Ess2,Tfeb,Rundc1,Mcm4,Efcab1,Ano6,Washc4,Il17d,Pspc1,Cd79b,Ccdc8,Gm47796,Mcl1,Map3k20,Gm42679,Ajuba,5031425F14Rik,Mepce,Rrm2,Fcho1,Hip1,Gdf15,Ell,Lix1l,Selenoh,Ypel4,Mau2,Slc25a27,Fam20c,Gdi1,Chd6,Zfand2a,Mafk,Gpr55,Gmip,Ager,Cpe,Grap,Daglb,Phf11b,Phf11c,Cacna1a,Samhd1,Siah1a,Kank3,Sacs,Kat2b,Parp1,4930578M07Rik,Pkd2,Aff1,Kif3c,Gm16094,Cyba,Gm16675,Jchain,Slc22a4,Gm50107,Phka1,Mfhas1,Opn3,Fam114a1,Gm50240,Maml2,Adgra2,3830403N18Rik,Gm16028,Creb3l2,Zfp317,Gzma,Lcorl,Fam131b,Ezh2,Gle1,Slc44a2,Zfp639,Zbtb9,Jam3,Opcml,Trp53i13,Phf12,Lims2,Abhd18,Wbp4,Hoxa10,Zfp512,Pkd1,Fam13b,Dpysl5,Slc23a1,Mzb1,D630033O11Rik,9530082P21Rik,Mgarp,Igkv9-120,Dnajc18,Galnt11,4930580E04Rik,Plekha1,Pou2af1,Npat,Igkv12-41,Bag3,Igkv3-2,Gpcpd1,Bok,Krit1,Atf3,Kcnt2,Gm37168,Ing5,Slc9a7,Pif1,Tceal8,Icmt,Tnfrsf9,Gcfc2,Hk2,Zfp979,Sardh,Nedd4,Hmces,Spen,Alpl,Mthfs,Paxbp1,Chst2,Ttl,Ptafr,Tram2,Meis1,Etaa1os,Ap4e1,Il5ra,Cd28,Zfpm2,Chmp1b,Gm27003,Sox6,Mical2,Spire1,Tmcc1,Ror2,St5,Arl5a,Gsdmc3,Tg,Cd200,Ptp4a3,Cd163,Ccrl2,Zfp516,Ly6d,Ulbp1,Ly6c2,Plagl1,Marcks,Zfp281,Pcnx3,Pde8a,Hist1h1b,9230116N13Rik,Acap2,Zscan26,Rasl10a,Tmem64,Ms4a4a,Rgma,Tnrc6b,Bcat1,Gnaz,Znhit6,Ighv1-78,Rasip1,Ccr10,Ighv1-55,Iglv1,Rai2,Sptlc2,Chpf,Arvcf,Ighv1-53,Ighv1-22,Prr5,Pi4ka,Ighv10-1,Cnn2,Vegfd,Gng7,Igha,Esyt1,Mapk12,Dennd6b,Ofd1,Lrrk2,Tnp2,Cybrd1,Fkrp,Pnmal2,Kcnk13,Tspan18,Slc16a12,AI504432,Zdhhc17,Mgrn1,Endou,Glipr1,Zfp428,Mdm2,Abtb2,B9d2,Trim44,Atf7,Tspan2,Myl4,Zfp36,Ggta1
